NO.,AZV1,AZV2,AZV3,AZV4,AZV5,ASV1,ASV2,ASV3,ASV4,ASV5,DSV1,DSV2,DSV3,DSV4,DSV5,AZS1,AZS2,AZS3,AZS4,AZS5,ASZ1,ASZ2,ASZ3,ASZ4,ASZ5,DN2S1,DN2S2,DN2S3,DN2S4,DN2S5,DN2I1,DN2I2,DN2I3,DN2I4,DN2I5,ASI1,ASI2,ASI3,ASI4,ASI5,DSI1,DSI2,DSI3,DSI4,DSI5,ASN1,ASN2,ASN3,ASN4,ASN5,DSN1,DSN2,DSN3,DSN4,DSN5,DN2N1,DN2N2,DN2N3,DN2N4,DN2N5,ANS1,ANS2,ANS3,ANS4,ANS5,ANV1,ANV2,ANV3,ANV4,ANV5,AZN1,AZN2,AZN3,AZN4,AZN5,ANZ1,ANZ2,ANZ3,ANZ4,ANZ5,ANI1,ANI2,ANI3,ANI4,ANI5,DSZ1,DSZ2,DSZ3,DSZ4,DSZ5,ANN1,ANN2,ANN3,ANN4,ANN5,DN2Z1,DN2Z2,DN2Z3,DN2Z4,DN2Z5
1,6.680081,2.056471,12.932221,120.209122,5.625056,0.496816,0.011159,3.543579,1632.070325,0.430129,0.279923,0.005487,-99,-99,0.226453,393.16115,6294.399957,101.80405,2.359916,374.840225,1.454806,0.083719,6.22095,579.339788,1.413435,4.006324,0.619451,10.347519,219.214194,3.925745,0.031541,0.000037,0.922683,25493.28561,0.031521,0.21487,0.001768,2.398303,3726.75997,0.211174,0.115291,0.000586,1.714102,8009.616382,0.101365,5.801499,1.288583,12.461947,138.028147,5.70169,3.112848,0.427204,8.906737,296.652459,2.736861,0.851618,0.026895,4.794399,944.195763,0.851066,118.752177,548.74974,56.279485,7.524788,115.907983,2.031089,0.175253,7.253251,379.089553,1.859891,82.71889,261.868796,47.037629,10.176816,81.094228,6.396537,1.697066,13.011072,139.054689,6.171143,0.924774,0.031705,4.996282,886.719406,0.924324,0.764756,0.028393,4.363549,1449.816732,0.639066,24.968911,23.113075,25.961443,32.841459,24.956757,0.216529,0.001954,2.393565,4041.293223,0.208874
2,3.05348,0.850436,5.976724,50.442906,2.894911,0.79297,0.060718,3.01953,204.538745,0.724075,0.477731,0.03358,-99,-99,-99,47.653106,205.333453,23.654737,3.778128,45.592928,2.21408,0.424001,5.130446,70.478796,2.173096,2.207688,0.427517,5.115825,76.730697,2.155675,0.068002,0.000386,0.903031,2274.564803,0.067908,0.354236,0.010761,2.05378,436.856719,0.348657,0.202023,0.004088,1.500744,968.596812,0.168126,4.250831,1.54965,7.114502,36.404727,4.18388,2.424281,0.588679,5.198731,80.716401,2.017507,0.816026,0.05564,3.12819,189.547067,0.814892,28.067347,70.387183,18.200469,6.198109,27.167193,1.816701,0.294289,4.626236,84.242146,1.748684,17.241095,25.043442,14.362533,9.318753,17.136726,5.307308,2.374767,7.969271,30.059175,5.277992,0.848608,0.060145,3.190234,186.336946,0.847655,1.262989,0.164326,3.763176,146.148616,1.091194,10.183299,8.660887,11.051295,15.528079,10.171863,0.424823,0.015174,2.255443,367.338364,0.423043
3,4.945048,1.406929,9.731461,82.46803,4.504481,0.513941,0.015892,3.11277,837.204063,0.452128,0.294651,0.008304,-99,-99,0.215599,213.071824,2505.573648,64.483367,2.31937,202.934399,1.454013,0.109578,5.36708,287.166244,1.426249,3.518584,0.647091,8.342414,130.059911,3.441715,0.041204,0.000085,0.907546,10098.7136,0.04116,0.235046,0.002862,2.158268,1765.642819,0.230754,0.127561,0.000981,1.548579,3736.839485,0.111253,4.700922,1.144847,9.652067,88.282141,4.615077,2.55123,0.392559,6.925455,186.841974,2.225054,0.824071,0.034025,4.058669,504.93568,0.823205,78.48489,325.597495,39.346775,5.946357,76.360979,1.880231,0.197238,6.033616,215.286666,1.755887,48.777359,121.008118,31.165032,9.020849,48.34495,5.620457,1.597005,10.589096,76.457617,5.59337,0.905988,0.041092,4.256069,469.437105,0.905424,0.787654,0.037599,3.830022,647.706669,0.667318,18.119769,16.436775,19.03372,23.471855,18.108487,0.255364,0.003298,2.256903,1646.917974,0.254025
4,8.011827,2.380614,15.404094,133.469529,7.239714,0.368529,0.004975,3.313399,2956.002042,0.33802,0.198355,0.001962,-99,-99,0.165423,709.543823,17038.70722,147.398218,1.655785,692.13797,1.024312,0.034859,5.613587,1091.166398,1.00866,5.240804,0.919013,12.688014,217.884919,5.146092,0.026805,0.000023,0.911383,40374.12266,0.026784,0.160802,0.000861,2.223678,6842.502385,0.158205,0.085068,0.000272,1.586561,14810.42678,0.077051,4.984856,0.827092,12.380917,220.725883,4.90436,2.637104,0.261711,8.833597,477.755703,2.388589,0.830942,0.022307,5.074363,1302.391054,0.830292,183.926498,1134.433245,75.147945,6.254436,180.448674,2.091959,0.154179,7.947175,501.692256,1.977302,111.849825,409.321714,58.77791,9.957437,111.039884,5.994363,1.183619,13.599523,187.5421,5.939722,0.932517,0.028065,5.376297,1171.452677,0.932293,0.536745,0.010662,3.99664,2413.537655,0.492429,28.908041,26.970261,29.933953,37.788796,28.901097,0.171736,0.00097,2.302213,6498.324491,0.170252
5,5.749375,1.696666,11.010556,96.375737,5.196626,0.617806,0.02029,3.603781,916.201636,0.56148,0.346728,0.009293,-99,-99,0.253065,214.458753,2268.536216,67.970536,2.858391,205.602997,1.729052,0.146798,6.115108,332.273391,1.673087,3.241313,0.496047,8.4038,182.196064,3.179195,0.038758,0.000068,0.923266,14117.77827,0.038735,0.263164,0.003254,2.396023,2085.556501,0.258747,0.141888,0.001075,1.725045,4368.538621,0.128233,5.789602,1.575143,11.238344,94.798023,5.692428,3.121536,0.52025,8.09118,198.569937,2.821126,0.852668,0.033086,4.3305,641.717194,0.852171,76.620419,279.558008,40.813534,7.831358,74.815819,2.045642,0.204638,6.637237,262.300947,1.95509,55.922356,145.609763,34.944966,10.031055,55.020448,6.087522,1.941569,11.438805,98.150332,5.84573,0.907016,0.037424,4.466586,611.350228,0.906656,0.914726,0.051878,4.283108,904.012608,0.743774,19.954358,18.113354,20.950147,27.788647,19.946439,0.258088,0.003509,2.354366,2291.365812,0.247515
6,5.464696,1.530606,10.59562,86.336257,5.213399,0.575764,0.018553,3.396957,869.667587,0.521331,0.330055,0.009246,-99,-99,0.305931,219.264989,2550.6458,66.977854,2.574176,208.292722,1.530877,0.115652,5.643854,312.864331,1.50259,3.334396,0.555845,8.317786,157.450187,3.255712,0.040058,0.000077,0.916973,11978.71913,0.040022,0.253587,0.003181,2.296365,1901.889979,0.24861,0.138531,0.001111,1.64703,4309.716138,0.117625,5.325327,1.402734,10.523265,90.566189,5.220814,2.909145,0.490156,7.547639,205.224578,2.470128,0.841219,0.033757,4.202098,570.415197,0.840456,76.432746,294.571103,39.781216,6.969449,74.313581,1.97,0.19856,6.366086,239.262452,1.886291,54.093278,141.590318,33.632291,9.3212,53.623964,5.478338,1.431234,10.724012,88.629964,5.474501,0.90619,0.039135,4.361904,537.329633,0.905829,0.833743,0.039662,4.055134,662.127871,0.720689,19.03,17.25856,19.988756,25.587125,19.022419,0.242163,0.0028,2.254358,1975.181319,0.24185
7,2.501197,0.712781,4.901377,43.705419,2.290965,0.988951,0.114455,3.075169,112.016683,0.900614,0.596278,0.062445,-99,-99,-99,23.980749,59.924348,15.399732,5.019411,23.44075,2.856583,0.821971,5.339651,38.49471,2.845668,1.729271,0.305427,4.14702,67.300178,1.71011,0.082707,0.000685,0.90933,1320.531829,0.082669,0.436509,0.019329,2.085609,247.433681,0.433473,0.24997,0.006959,1.559475,439.761666,0.236646,4.365086,1.932878,6.595276,24.743368,4.334726,2.499696,0.695927,4.931493,43.976167,2.366459,0.827073,0.068469,2.875553,132.053183,0.826688,17.403035,31.829157,13.104912,7.016635,16.939465,1.778524,0.341969,4.169409,60.345125,1.694335,11.401463,13.071418,10.6707,9.705093,11.371776,5.453615,3.075395,7.354398,21.496737,5.364774,0.822148,0.067849,2.865954,136.392966,0.820592,1.610732,0.272135,3.988246,68.616688,1.570085,8.221476,6.784921,9.062943,13.639297,8.20592,0.544606,0.02997,2.330691,206.964853,0.541837
8,3.472462,1.005439,6.802144,58.523761,3.118081,0.754325,0.050653,3.142173,280.328242,0.654573,0.444835,0.028201,-99,-99,-99,69.559216,382.097721,30.776049,3.675202,65.707982,2.12515,0.337787,5.424168,98.597048,2.078783,2.386677,0.421466,5.754029,95.697777,2.342904,0.059252,0.000251,0.910609,3513.13097,0.059207,0.337043,0.008356,2.164315,612.064619,0.332177,0.187022,0.002958,1.580014,1214.938317,0.169447,4.718604,1.637871,8.098126,43.718901,4.650475,2.618312,0.579686,5.91187,86.781308,2.372252,0.829523,0.049225,3.407186,250.937926,0.828893,35.526779,95.35027,22.136194,6.69965,34.466423,1.8283,0.269601,4.965544,109.938099,1.688053,23.599733,40.555275,18.132726,9.378206,23.371234,5.468271,2.171487,8.733143,39.592225,5.42842,0.869407,0.054148,3.487532,246.519501,0.868149,1.185971,0.128106,3.928431,218.766995,1.014544,12.1717,10.613,13.049149,17.608536,12.154087,0.372654,0.010081,2.279774,565.660938,0.369894
9,3.000783,0.912975,5.963672,54.929731,2.457015,0.710653,0.05023,2.91774,236.001514,0.597075,0.428664,0.030387,-99,-99,0.357144,58.1032,282.7007,27.184812,3.431025,55.606334,2.207414,0.38833,5.333813,77.202286,2.169948,2.361287,0.446586,5.511304,79.204826,2.311427,0.062951,0.000305,0.904404,2649.759615,0.062887,0.336739,0.009019,2.083607,487.82338,0.331225,0.188303,0.003289,1.523051,919.55763,0.168425,4.37761,1.52423,7.512552,37.524875,4.305926,2.447945,0.555794,5.491438,70.735202,2.189531,0.818363,0.051621,3.260874,203.827663,0.817529,33.230287,91.060999,20.595361,5.932137,32.025557,1.695852,0.261129,4.579514,93.729345,1.527182,19.795279,30.491906,16.019462,8.724922,19.68663,5.785755,2.692655,8.625347,32.00706,5.662163,0.86955,0.058399,3.360451,199.740788,0.867776,1.214986,0.134272,3.88079,152.125138,1.099724,11.304148,9.869426,12.116278,15.364676,11.281087,0.415351,0.013616,2.316496,424.492819,0.4103
10,2.444331,0.646738,5.154465,56.832122,1.946868,0.61645,0.041954,2.611006,222.137696,0.520859,0.379589,0.027405,-99,-99,-99,46.787041,199.245279,23.421294,3.117008,44.644266,2.505384,0.569087,5.425875,57.299518,2.403115,2.460286,0.533175,5.395311,60.580064,2.391651,0.066248,0.000367,0.891185,1962.700728,0.06612,0.316596,0.008696,1.939059,406.676793,0.310052,0.179521,0.003375,1.413553,847.656971,0.152041,3.799146,1.252157,6.717097,33.889733,3.720625,2.154248,0.48596,4.89669,70.638081,1.824489,0.794976,0.052865,3.087157,163.558394,0.793439,33.089522,98.760458,19.720141,4.732362,31.72221,1.561009,0.232371,4.245299,80.99827,1.441106,15.36367,21.010971,13.434737,8.595949,14.668988,7.442642,6.127945,9.150074,23.029979,6.593884,0.869916,0.063266,3.22963,155.37898,0.868499,1.292061,0.186158,3.765074,141.844977,1.066237,10.438991,9.110354,11.187768,12.948248,10.421994,0.545681,0.032696,2.48237,303.892847,0.487627
11,3.332535,0.975305,6.597297,59.887431,2.866233,0.829943,0.063684,3.257496,246.201779,0.681041,0.494844,0.036951,-99,-99,-99,61.765099,310.038259,28.913784,4.249682,57.732038,2.398163,0.420943,5.775481,84.831766,2.366486,2.205561,0.357959,5.535743,104.341954,2.172247,0.060176,0.000259,0.917735,3446.53447,0.060144,0.366422,0.009796,2.258874,549.275113,0.362515,0.202327,0.003306,1.654517,982.483211,0.188671,5.129909,1.919994,8.451933,39.233937,5.075215,2.832582,0.648035,6.190637,70.177372,2.641393,0.84246,0.050749,3.433849,246.181034,0.842013,32.42121,79.907565,21.134296,7.516652,31.393602,1.813186,0.280443,4.895345,108.331535,1.603438,23.001305,39.147381,17.86474,9.815643,22.592404,5.729244,2.407521,8.927518,38.633773,5.657855,0.870487,0.054358,3.4891,248.687053,0.868635,1.316001,0.139505,4.209643,155.130644,1.209328,12.186814,10.654071,13.055016,17.763361,12.160896,0.395128,0.011341,2.347112,534.910905,0.391891
12,4.691059,1.364005,9.024029,75.54598,4.323073,0.708682,0.033097,3.485157,519.598827,0.639976,0.401875,0.015832,-99,-99,0.313823,125.242768,927.248627,47.070977,3.275484,120.845953,1.910661,0.209647,5.841196,189.024885,1.880932,2.715925,0.422564,6.964167,142.077717,2.67271,0.047173,0.000124,0.921361,7585.180927,0.04715,0.307508,0.0054,2.344639,1156.83682,0.303334,0.166463,0.001768,1.698787,2278.05901,0.154244,5.53515,1.749536,9.947462,64.268712,5.46002,2.996332,0.572867,7.207341,126.558834,2.776387,0.849115,0.040095,3.909004,421.39894,0.848697,51.818552,155.747048,30.368331,7.624099,50.644655,1.960631,0.231054,5.871873,178.777448,1.865825,38.594413,83.343921,26.33255,9.539614,38.448345,5.552952,1.737893,9.981409,66.732189,5.51812,0.891076,0.044166,4.004308,408.339156,0.890533,1.032496,0.06975,4.218474,387.991434,0.945216,16.039369,14.309791,16.988838,22.685509,16.029603,0.293389,0.004833,2.29524,1242.354288,0.291998
13,4.400901,1.24361,8.802711,84.846668,3.674114,0.455739,0.013113,2.857915,818.888809,0.401203,0.264645,0.006824,-99,-99,0.242749,188.179369,2009.494404,59.198812,2.079164,180.687078,1.545749,0.137818,5.363711,251.970781,1.485628,3.717667,0.770901,8.343563,107.276709,3.61164,0.042333,0.000095,0.896443,8444.686665,0.042257,0.218826,0.002632,2.027355,1646.445652,0.213779,0.120589,0.000961,1.453224,3798.304465,0.100228,4.157695,0.950115,8.837037,86.655034,4.061798,2.291186,0.346888,6.334454,199.910761,1.904324,0.804333,0.034171,3.907505,444.457193,0.80288,81.067601,369.870713,38.921949,4.996163,78.446779,1.79103,0.187778,5.744486,194.325457,1.679215,40.994308,92.598906,27.697894,8.895155,39.641894,6.783644,3.069322,11.093585,63.410207,6.242386,0.905735,0.043229,4.147738,403.419649,0.905184,0.803753,0.053641,-99,-99,-99,17.20897,15.605719,18.079571,21.232613,17.198487,0.309681,0.006598,2.364602,1389.560966,0.282834
14,5.235971,1.533226,10.186791,94.355767,4.570703,0.569707,0.018455,3.365709,870.92518,0.506247,0.32845,0.009479,-99,-99,-99,208.908882,2397.442325,65.025143,2.733929,193.891851,1.75592,0.175052,5.961756,298.391923,1.639211,3.377745,0.571038,8.370168,156.313253,3.295554,0.03996,0.000076,0.915836,11995.42283,0.039922,0.250043,0.003096,2.279886,1922.424926,0.244975,0.136783,0.001089,1.636233,4281.838199,0.116318,5.250901,1.365495,10.44775,91.544044,5.144466,2.87244,0.480257,7.49816,203.897057,2.442671,0.839155,0.033595,4.196888,571.210611,0.838352,77.70383,305.242116,40.096758,6.911989,75.445799,1.966005,0.20211,6.336614,237.313169,1.853123,50.900858,129.898994,32.42289,10.034546,49.06749,6.459926,2.467653,11.416815,84.636008,6.017711,0.906381,0.039161,4.362228,538.458571,0.905908,0.953789,0.079334,-99,-99,0.699977,19.033995,17.270101,19.990238,25.640884,19.024072,0.282968,0.004843,2.384476,1908.941983,0.261707
15,3.898521,1.042282,7.962292,75.136079,3.553847,0.448497,0.013548,2.702642,653.872768,0.408615,0.248601,0.00597,-99,-99,-99,158.13499,1622.202964,51.105792,2.133979,148.586656,1.547593,0.175467,5.029727,201.446083,1.443403,3.590084,0.786261,7.776111,85.613684,3.523918,0.046401,0.000127,0.887857,6187.944424,0.046339,0.219026,0.002912,1.921953,1321.413423,0.215558,0.1177,0.000954,1.382356,2692.452819,0.106939,3.723435,0.84148,7.924413,77.730201,3.664483,2.000893,0.27585,5.6996,158.379578,1.81796,0.788819,0.036699,3.66073,363.996731,0.787761,70.221668,303.547932,34.355581,4.448666,68.655404,1.772777,0.201701,5.421535,158.58753,1.682093,33.959874,70.537419,23.876471,9.046458,33.021795,6.220163,2.613132,10.155925,49.90959,5.948766,0.895719,0.047253,3.901605,326.309823,0.895165,0.851725,0.084688,3.521439,485.960493,0.635342,15.227223,13.656148,16.086728,19.194695,15.21781,0.323544,0.007352,2.309918,952.48104,0.306737
16,3.398683,1.007666,6.627365,65.103071,2.787474,0.70465,0.042587,3.060856,301.648898,0.63352,0.405494,0.021324,-99,-99,0.28349,65.244169,334.000041,29.840903,3.452086,61.948037,2.430458,0.505328,5.717264,100.847463,2.252844,2.504714,0.462564,5.89688,89.723077,2.462402,0.058649,0.000246,0.905968,3558.801567,0.058605,0.318656,0.007469,2.104585,655.40497,0.314157,0.175499,0.002591,1.532914,1320.652336,0.160258,4.461184,1.46386,7.874635,46.814641,4.398198,2.456987,0.50778,5.735639,94.33231,2.243609,0.821092,0.04823,3.389823,254.200112,0.820466,37.550108,105.509253,22.784226,6.180376,36.595777,1.835664,0.264425,4.999823,110.721481,1.731196,21.308868,34.050016,17.132301,9.744216,20.556382,6.882413,4.566538,9.511148,38.790292,6.135113,0.868881,0.054046,3.486763,245.46459,0.867907,1.305346,0.23445,-99,-99,0.901343,12.164336,10.593097,13.046272,17.533185,12.150697,0.454495,0.020044,2.443632,577.378671,0.405177
17,5.883009,1.788785,11.156698,95.263039,5.410063,0.724204,0.028846,3.876554,808.873068,0.638171,0.413263,0.014406,-99,-99,-99,195.323521,1929.886298,64.71821,3.458107,185.704869,1.844051,0.159107,6.345557,306.210673,1.816236,2.933564,0.406403,7.996278,211.441342,2.880012,0.039393,0.000071,0.930835,14412.81269,0.039375,0.293423,0.004025,2.531424,1909.586065,0.289093,0.158518,0.001316,1.826551,3780.622664,0.143908,6.455299,1.948208,11.873431,86.799367,6.360047,3.487388,0.637177,8.567283,171.846485,3.165983,0.866656,0.034172,4.366003,655.12785,0.86625,68.077791,221.946682,38.454732,9.327752,66.383879,2.112454,0.224604,6.714079,262.18411,1.979758,56.579193,148.733869,35.182337,10.58371,55.945596,5.717898,1.514486,11.191649,103.344354,5.670403,0.903979,0.037189,4.458872,640.506245,0.903433,0.989071,0.050965,4.564381,603.769415,0.897227,19.887546,17.999696,20.913962,29.11392,19.875533,0.248668,0.002854,2.334842,2326.342589,0.246974
18,5.23483,1.433155,10.171836,83.018086,5.109613,0.608029,0.02156,3.415464,765.893066,0.557953,0.348959,0.010576,-99,-99,-99,186.538986,1908.886193,60.378524,2.731425,178.082165,1.627778,0.13857,5.674374,270.056181,1.592432,3.164354,0.526767,7.906431,151.208452,3.088192,0.042089,0.000089,0.917271,10387.54427,0.042049,0.266605,0.003689,2.297891,1648.414839,0.261382,0.145949,0.001285,1.650129,3940.732632,0.122821,5.332093,1.475723,10.276481,82.420742,5.227635,2.918989,0.513878,7.379602,197.036632,2.456423,0.841782,0.035495,4.102161,519.377214,0.840984,68.702806,250.415408,36.800415,7.062616,66.754749,1.971798,0.204263,6.23845,220.506876,1.918839,48.566951,119.178713,31.123923,9.321158,48.299715,5.497184,1.515676,10.481498,80.48154,5.489123,0.90141,0.040652,4.24564,491.16905,0.901135,0.891486,0.048987,4.078776,605.652047,0.754325,18.028202,16.260668,18.987079,24.558452,18.022707,0.256726,0.003312,2.26457,1702.487001,0.256111
19,4.310635,1.252064,8.380894,74.509651,3.932085,0.66453,0.03054,3.279175,500.688598,0.597518,0.383047,0.015203,-99,-99,0.324734,115.028357,828.480176,43.85729,3.147108,111.233445,1.876947,0.214559,5.62466,174.205969,1.845415,2.86372,0.503867,6.94027,122.050501,2.803899,0.048914,0.000141,0.911679,6552.419294,0.048869,0.28677,0.004992,2.198959,1115.885395,0.282069,0.157448,0.001734,1.589231,2352.809053,0.137953,4.875086,1.442675,9.06654,65.640317,4.795166,2.676624,0.50112,6.552567,138.400533,2.345193,0.831546,0.040749,3.758951,385.436429,0.830768,52.550858,172.054882,29.680048,6.800127,51.109704,1.956446,0.244338,5.698238,160.933899,1.859352,32.981046,64.646604,23.647943,9.923216,32.809933,5.847011,2.066128,9.937515,58.038701,5.772529,0.884915,0.04613,3.877906,369.362195,0.884281,1.021134,0.072763,4.063693,366.134599,0.919337,15.043554,13.331446,15.989016,21.727188,15.032771,0.321618,0.006189,2.33344,1031.071221,0.318996
20,7.791279,2.307532,14.939634,131.366398,6.988232,0.369759,0.005117,3.272088,2785.747729,0.342578,0.19892,0.001997,-99,-99,-99,652.574699,14930.077,139.003003,1.66625,635.462171,1.054788,0.039116,5.58998,1018.673061,1.029018,5.202376,0.934486,12.437195,205.910154,5.110163,0.027553,0.000025,0.908988,36936.77649,0.027531,0.160999,0.000892,2.188895,6433.686541,0.158418,0.085244,0.000285,1.561788,13959.30105,0.077223,4.829979,0.80252,11.98907,214.456218,4.752554,2.557306,0.256059,8.554265,465.310035,2.316685,0.826587,0.022811,4.978733,1231.225883,0.82593,177.135657,1085.490508,72.558931,6.086786,173.874573,2.095911,0.158108,7.840808,473.491718,1.998306,103.488154,364.46419,55.542072,10.040617,102.067893,6.219156,1.433194,13.539339,175.724796,6.028713,0.930136,0.028851,5.282136,1103.387127,0.929928,0.548072,0.012966,3.884425,3016.02614,0.449464,27.904089,25.966285,28.931449,36.779571,27.897832,0.18284,0.001256,2.319025,5975.238228,0.176595
21,6.554561,1.805012,12.848095,112.047319,6.065423,0.426067,0.008143,3.256521,1811.721536,0.388551,0.244347,0.004027,-99,-99,0.162199,427.214907,7606.796259,104.28402,1.904415,409.270918,1.247045,0.064222,5.6466,609.930321,1.206656,4.433602,0.807481,10.651743,180.156676,4.297389,0.031903,0.000039,0.910419,22694.04931,0.031855,0.191618,0.001479,2.218231,3854.405797,0.186819,0.105334,0.00054,-99,-99,-99,4.982079,1.000065,11.310803,148.246377,4.857298,2.738679,0.365196,-99,-99,-99,0.829477,0.026539,4.642245,872.84805,0.828237,130.501478,700.957796,57.774962,6.156457,126.36057,1.979741,0.160118,7.11526,361.097907,1.912567,79.274701,247.840295,45.221968,9.37609,77.93074,6.166037,1.65152,12.534759,126.662066,5.951985,0.923856,0.032841,4.900788,792.259956,0.923661,0.667799,0.023109,-99,-99,-99,24.020259,22.200636,24.989211,30.471537,24.015175,0.211057,0.001962,2.316864,3679.857862,0.203091
22,3.523866,1.065984,6.977148,61.091139,2.954079,0.583389,0.028406,2.845696,379.308632,0.492256,0.343748,0.015665,-99,-99,-99,100.024349,743.779973,38.228812,2.684724,95.017186,1.732087,0.205404,5.078889,129.4522,1.706754,2.870254,0.577304,6.520706,86.432582,2.799887,0.05391,0.000194,0.898923,4122.514275,0.053831,0.279047,0.00538,2.036292,793.084038,0.273775,0.154559,0.001934,1.474435,1605.236276,0.134417,4.1857,1.210502,7.886524,52.872269,4.106631,2.318382,0.435181,5.710463,107.015752,2.016252,0.80865,0.043719,3.481515,274.834285,0.807472,48.032508,165.071238,26.60851,5.356577,46.40513,1.728397,0.23743,4.958831,121.75344,1.547538,27.580474,51.783776,20.286349,8.607195,27.291687,5.560752,2.113824,9.107011,42.87655,5.499852,0.884774,0.052358,3.641531,260.799783,0.883325,0.947641,0.07096,3.644334,293.018916,0.804248,13.271603,11.780637,14.103591,17.386652,13.249876,0.336924,0.00769,2.243855,680.414165,0.334454
23,7.017286,1.985383,13.777954,118.365436,6.527288,0.330125,0.004394,2.986757,2593.83095,0.306063,0.179475,0.001795,-99,-99,0.148576,636.21477,15592.42544,132.280831,1.449331,614.360037,0.961346,0.034564,5.157544,904.998551,0.938675,5.400526,1.08639,12.231715,164.591183,5.28697,0.028826,0.00003,0.898123,29079.12481,0.02879,0.151909,0.000854,2.052922,5640.900826,0.149116,0.081111,0.000283,1.464649,12526.96356,0.071916,4.253461,0.669481,10.863045,201.460744,4.175237,2.2711,0.221834,7.750192,447.391556,2.013651,0.807124,0.023323,4.752418,1038.540172,0.806121,176.065003,1155.605646,69.837416,5.074091,172.347184,1.979967,0.150762,7.368392,413.673129,1.89518,93.476153,316.287265,51.074321,9.229087,92.853605,5.878439,1.249936,12.810511,146.070208,5.844519,0.929287,0.030856,5.1007,909.35931,0.92908,0.514208,0.011813,3.662559,2098.844779,0.441769,26.020033,24.190829,26.990367,32.477118,26.014244,0.18228,0.001207,2.254566,4682.931862,0.180826
24,5.432763,1.509801,10.567819,86.836226,5.189549,0.575764,0.018553,3.396957,869.667587,0.521331,0.330055,0.009246,-99,-99,0.305931,218.735196,2546.219486,66.853052,2.604389,207.147379,1.547916,0.119473,5.669302,310.596679,1.513508,3.334396,0.555845,8.317786,157.450187,3.255712,0.040058,0.000077,0.916973,11978.71913,0.040022,0.253587,0.003181,2.296365,1901.889979,0.24861,0.138531,0.001111,1.64703,4309.716138,0.117625,5.325327,1.402734,10.523265,90.566189,5.220814,2.909145,0.490156,7.547639,205.224578,2.470128,0.841219,0.033757,4.202098,570.415197,0.840456,76.432746,294.571103,39.781216,6.969449,74.313581,1.97,0.19856,6.366086,239.262452,1.886291,53.883148,140.809406,33.556096,9.398002,53.344093,5.519922,1.45425,10.76356,87.756569,5.51388,0.90619,0.039135,4.361904,537.329633,0.905829,0.846422,0.042422,4.067879,668.870528,0.718179,19.03,17.25856,19.988756,25.587125,19.022419,0.244193,0.002855,2.263082,1956.588931,0.243582
25,6.168373,1.872969,11.967741,108.7878,5.207497,0.508931,0.012961,3.442473,1355.05884,0.436975,0.291534,0.006725,-99,-99,0.208968,327.154,4642.182561,89.519732,2.346142,314.079538,1.487246,0.093201,6.059383,468.727599,1.450675,3.824565,0.615329,9.716458,194.489387,3.729009,0.033881,0.000046,0.920139,19767.75792,0.033852,0.225072,0.002113,2.359279,2979.294697,0.220207,0.122145,0.000729,1.692296,6469.676058,0.106177,5.626805,1.320416,11.796395,119.171788,5.505171,3.053631,0.455687,8.461482,258.787042,2.654428,0.847017,0.028746,4.600697,790.710317,0.846293,105.396852,471.399023,50.950267,7.190273,102.30529,1.967197,0.176071,6.874515,327.003152,1.807153,72.13341,213.80229,42.297372,9.603663,70.916085,6.293541,1.7984,12.405022,118.458767,6.049099,0.921312,0.033987,4.798651,741.53886,0.920853,0.777004,0.02963,4.280657,1029.719742,0.686178,23.032803,21.241678,23.993255,29.661554,23.021315,0.22876,0.00238,2.365362,3201.75421,0.220044
26,6.299327,1.885533,12.173327,110.132771,5.477542,0.53762,0.013904,3.556386,1314.301842,0.470545,0.303903,0.006735,-99,-99,-99,318.355608,4562.103556,87.97935,2.529442,301.512727,1.549249,0.103561,6.169112,470.31371,1.496891,3.717414,0.577486,9.58874,204.220556,3.639266,0.034052,0.000046,0.922501,20413.38745,0.034028,0.230923,0.002206,2.392234,3003.766608,0.226866,0.124529,0.000739,1.711609,6626.510171,0.108323,5.773082,1.378525,11.961172,120.150664,5.671645,3.113234,0.462092,8.558047,265.060407,2.708072,0.851303,0.029028,4.612507,816.535498,0.850711,101.443705,433.76,50.037802,7.609809,98.901488,2.036005,0.185819,7.007812,329.199237,1.885112,71.699236,212.660691,42.135059,10.12862,70.260157,6.269598,1.777208,12.389604,121.402497,6.042046,0.91856,0.033782,4.791512,770.499921,0.918128,0.823417,0.037201,-99,-99,0.596703,22.963995,21.113809,23.957558,30.819997,22.953194,0.230995,0.002433,2.37658,3249.062974,0.222103
