mol,AM1_dipole,AM1_E,AM1_Eele,AM1_HF,AM1_HOMO,AM1_IP,AM1_LUMO,ASA,ASA_H,dens,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_str,E_strain,E_tor,E_vdw,glob,MNDO_dipole,MNDO_E,MNDO_Eele,MNDO_HF,MNDO_HOMO,MNDO_IP,MNDO_LUMO,npr1,npr2,PM3_dipole,PM3_E,PM3_Eele,PM3_HF,PM3_HOMO,PM3_IP,PM3_LUMO,pmi,pmi1,pmi2,pmi3,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,pmiX,pmiY,pmiZ,apol,a_IC,a_ICM,a_nC,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,density,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,logP(o/w),logS,mr,opr_brigid,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_VSA_HYD,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
S(=O)(=O)(N)Cc1noc2c1cccc2,5.902719,-62277.992,-321472.19,-6.7931299,-9.6482401,9.6482401,-0.84674001,366.543,366.543,1.2548647,169.56825,134.64494,-91.755089,-87.893173,0.001864414,-15.45413,24.001726,111.89232,98.812904,3.8619149,0.070415288,5.9540567,-63131.832,-318573.66,95.493057,-9.7546597,9.7546597,-2.0554099,0.23617823,0.84878504,5.7425208,-56721.125,-307721.03,-16.987499,-9.8439503,9.8439503,-0.96411997,1516.5701,343.58478,1234.7863,1454.769,2.6731842,2.6426215,1.3365016,0.70124286,169.125,199.28838,5.1952691,0.071553372,2.9521577,2.4443717,1.7640004,1.0384374,0.51388258,0.19786744,0.031497061,0,466.125,250.375,176.5,146.125,120.75,99.375,58.125,30,0.70710677,1.4142135,0.70710677,5.7445626,4.7169905,7.8262382,-2.2114336,-2.199455,-2.1807389,-5.9432096,-5.8201981,-5.5866475,1.1958818,194.625,272.5,244.875,122.875,48.75,17.375,2.75,0,0.31940511,0.12660393,1.756116,1.9966271,2.3022134,2.7382677,3.1485062,3.2783058,2.5180078,2.2577784,0.55978405,1.5860177,2.2291892,2.6191292,2.9178386,3.0296717,3.3246875,0,1.3125391,333.22815,437.375,925.375,606.25,345.75,146.625,56.375,18.5,2.75,0,730.75,333.75,100.875,23.75,7.625,1.125,972.34454,268.81613,275.40939,26.920343,43.352608,1.9705731,8,1.9560457,-2.3994274,-0.56260717,0.62226361,2.5110972,-2.615118,-0.46116051,0.72101772,2.4816604,-2.0786958,-0.40825862,0.78073692,2.8184779,16.477655,2,0.13333334,0.13333334,13,0,10.181798,7.9905615,4.5165076,5.2675848,6.5614614,5.6143408,2.4309037,3.3914115,0.89874768,-0.79384822,-0.40356398,0.064376093,2.2692676,-1.3482031,-0.4185276,0.13086356,2.3469839,-0.44499999,-0.18424489,0.18356973,2.5505879,6.1208076,10.79632,4.3196583,0.049437758,0.048672501,-1.7266774,4.5428143,5.251276,-0.000440141,10.356216,14,1.003849,0.000262454,10.515555,3.8677685,2.5344,9.2005367,3.3466356,2.1743021,2.1993461,0.19,-2.2014799,5.1868472,10,0,1.2938179,-1.2938179,0.18511176,0.27365991,27.343634,19.270084,8.5307722,15.158071,10.677375,0,0,24.509808,35.395069,0,9.0437498,32.016521,0,5.9023595,0.74129933,0.56890583,0.20185998,0.25870067,0.43109414,0.056840673,139.25119,106.86751,37.918884,48.596256,80.979935,10.677375,0.42857143,0.75,187.84744,0,187.84744,0,4,0,2,0,0,0.5714286,0.88270003,31.291433,67.768288,6.6407428,0,2.7567475,9.7341213,0,77.981911,0,17.233564,5.10252,57.905807,19.596598,0,2.7567475,38.700607,87.806305,0,6.6407428,86.190002,0.61744827,4.9068904,2.6371682,7.3119183,187.84744,236.13857,42.901787,20.13512,89.926628,24.466488,63.036903,212.229,293,17,74
O(CCCNc1sc2c(n1)cccc2)c1cc(CN2CCCCC2)ccc1,3.0631413,-99702.344,-751403.75,32.380428,-8.7196598,8.7196598,-0.29969001,697.76929,697.76929,1.0160959,156.54912,31.045206,-27.106773,-10.183082,0.001513719,-0.23099622,127.05001,141.46379,8.6354628,16.923693,0.032307457,2.4796817,-100712.35,-745762.31,38.405079,-8.8851404,8.8851404,-0.51156998,0.1085133,0.92102438,2.6474366,-91981.82,-735837.06,26.887461,-8.9080296,8.9080296,-0.63296002,12552.496,1342.2888,11392.895,12369.809,5.7357831,5.5422149,1.9895302,0.99617296,375.5,417.38251,4.5059218,0.24975152,2.589576,1.898598,0.87314576,0.25343764,0.13572781,0.074449427,0.037624288,0.009887886,1153,680,514.5,442.5,392.125,325.5,188,105,0.5,0.70710677,1.118034,0.5,1.118034,0.70710677,-2.430763,-2.426331,-2.4233007,-6.9414449,-6.8914213,-6.818028,1.4025798,250.25,277.625,193.875,59.375,29.625,15.375,7,1.5,0.064868808,0.034745764,0.58316261,0.53439337,0.57427901,0.75398511,0.87783343,0.82074285,1.1292886,1.3816041,0.40662816,1.3364975,2.4405234,3.7998905,4.0112686,3.9817419,4.2722225,6.515624,1.4191326,628.4649,891.875,1391.375,674.125,258.625,71.375,33.375,15.375,7,1.5,1141.125,396.5,64.75,12,3.75,0,4856.3857,6326.0825,1370.0277,63.72541,79.519577,1.4725848,22,1.0595894,-2.7719285,-0.61117035,0.63822126,2.6820309,-2.7457745,-0.47797862,0.74307305,2.7516661,-2.4999776,-0.42453101,0.82670611,2.9495549,37.672588,8,0.26666668,0.26666668,41,0,18.313345,16.510183,13.482763,14.907567,13.365306,10.719265,7.0022707,8.6910715,0.71047103,-0.85179317,-0.39232883,0.066201851,2.6483998,-0.98169857,-0.28997591,0.15622619,2.7518983,-0.52411407,-0.19361615,0.1937044,2.9129772,6.4479303,7.0652947,5.3310189,1.1752046,3.7870209,-5.4054122,8.1339741,11.217447,1.683808,14,4.6316643,1.9296832,3.9452584,20.280001,10.683761,6.237401,16.945499,8.8619833,5.1457415,5.5618792,5.2540002,-5.1402798,11.380465,22,0,1.7954892,-1.7954892,0.10896161,0.19194834,94.630829,85.929848,8.6190128,19.760618,0,0,0,95.646439,69.97583,0,0,5.6825762,0.13689101,2.503756,0.97826189,0.45430124,0.021738134,0.021738134,0.54569876,0,374.56259,173.9455,8.3232231,8.3232231,208.94031,0,0.47058824,0.8888889,382.8858,0,382.8858,0,9,0,4,0,0,0.7037037,5.4295998,10.999887,37.920593,0,76.244995,3.185575,0,0,144.0354,75.473625,55.461441,11.39967,0,30.909731,0,8.4290028,21.401424,235.05867,76.244995,31.277687,37.389999,0.41024774,5.9068904,3.9081924,9.1553402,382.8858,537.02966,8.1863317,5.6825762,334.27026,13.166624,13.868908,381.54401,2385,35,138
O=C1N([C@@H]2O[C@H](CO)[C@@H](N=[N+][N-])C2)C=C(C)C(=O)N1,16.126295,-88173.195,-577844.69,53.75182,-5.6963,5.6963,-2.3836701,455.70499,455.70499,1.1605433,53.154957,59.281738,-101.42655,-92.033379,0.031451825,-207.54938,44.469933,217.02359,41.405209,9.3931789,0.20491047,4.2688098,-88595.305,-533211.13,-63.27108,-8.5925198,8.5925198,-0.40147999,0.28753901,0.88742393,15.687813,-79033.453,-556884.88,12.2595,-6.4366398,6.4366398,-2.63763,2792.7971,738.43842,2279.0227,2568.1331,3.2085824,2.7287951,1.4742993,1.2352448,233.75,265.65088,1.8824999,0.073817693,2.7140133,2.1849248,1.6246158,0.87784261,0.4643141,0.24740714,0.11612244,0.039628819,456.375,271.125,212.375,178.25,140.625,100.25,55.625,34.875,6.4031243,6.5192022,0.70710677,10.5,0.70710677,10.452272,-2.5243514,-2.4883935,-2.4803379,-6.9623075,-6.83289,-6.8165746,1.2507249,285.375,353.25,267.625,131.875,65.875,32.75,14.25,4.375,0.34255445,0.1858345,0.32336289,0.25630835,0.36306232,0.63382471,0.69934863,0.90126818,1.5856904,2.4401138,1.1294264,1.4859174,1.5426711,1.4674271,1.5860342,1.7615768,2.2167339,2.4537549,1.3455,400.5946,539,980.875,642.625,375.5,159,72.75,33.125,14.25,4.375,695.5,289.375,107.875,27.125,6.875,0.375,603.05823,881.55237,1308.1865,36.309895,61.541458,1.8100429,10,1.9854873,-2.5637393,-0.57602614,0.67606729,2.7333591,-2.6681972,-0.51060367,0.59240174,2.6637027,-2.3133686,-0.47351736,0.72201705,2.9771047,22.210106,4,0.2,0.2,32,0,13.991199,10.29,6.2236147,6.585422,9.0620804,5.7644444,2.5967534,2.8770101,0.83252943,-0.83383667,-0.44877207,0.10663986,2.5784976,-1.1699558,-0.3977021,0.11964838,2.5363908,-0.52295262,-0.23096566,0.16442429,2.8174932,10.264766,14.567977,5.4594398,-2.1162286,-1.6587524,-0.7266739,4.4669418,6.6745262,-0.095798932,7.9746971,11.3807,1.4020025,3.9169195,15.39,6.6352043,3.3659606,12.937542,5.5204644,2.7779346,3.7590127,-2.4690001,-0.19544999,6.3099923,11,0,3.1299586,-3.1299586,0.19720018,0.16440511,27.800856,41.183151,18.014954,8.6190128,10.324173,12.949531,34.67857,55.959881,0,0,0,13.566921,23.124851,28.274698,0.55220306,0.44053861,0.23667495,0.44779697,0.55946141,0.21112201,151.57785,120.92635,64.966469,122.91874,153.57025,57.952271,0.5,1,274.49658,0,274.49658,0,5,0,2,0,0,0.68421054,-0.0076,43.395977,30.97876,51.352543,20.926258,0,3.185575,0,35.102585,18.868406,89.962898,6.4063902,58.724319,28.509541,53.664684,19.676014,32.774666,36.082764,31.014997,33.326015,78.870003,0.5023343,5.321928,3.0486372,8.2065697,274.49658,325.84674,39.058636,5.6825762,104.94154,43.339603,92.948593,269.26099,701,29,96
O=C1N([C@@H]2O[C@H](CO)CC2)C=CC(N)=N1,5.087369,-67182.914,-379266.41,-87.408447,-9.3407402,9.3407402,-0.15264,414.07465,414.07465,1.1065933,-35.728893,4.6216106,-79.728745,-70.736908,0.000156495,-27.298283,15.572079,20.980791,14.814168,8.9918404,0.061958309,6.1607752,-67415.313,-375250.69,-99.032318,-9.3661404,9.3661404,-0.27915001,0.19554797,0.86489213,4.9578271,-60760.133,-368166,-101.46986,-9.2230196,9.2230196,-0.48681,1891.8175,359.08939,1588.2219,1836.3237,2.9927545,2.9629128,1.4098643,0.73751128,190.875,224.57674,2.601351,0.062769182,2.9514887,2.4990649,1.7185659,0.89198196,0.50671136,0.27781495,0.13785708,0.072960883,432.875,244.625,185.125,154,127.5,98.375,52.875,25,0.5,0.5,1,0.5,0.70710677,0.86602539,-2.5356164,-2.4463828,-2.389482,-8.3738422,-8.224205,-7.9092708,1.2412281,240.25,324.875,269.5,128.5,67.125,35.125,16.375,8,0.39297771,0.22889611,0.8169896,0.71379882,0.81027156,1.0945034,1.2472494,1.263212,1.7341716,2.6582975,0.5731172,1.0336771,1.2947221,1.5906725,1.9356043,2.5716639,3.7337337,4.2491269,1.29067,360.27795,465,979.625,641.5,361.75,152.875,72.75,35.25,16.375,8,739.375,316.625,92.25,24.375,5.625,0.125,1212.85,377.39456,301.57291,30.21431,48.461121,1.7307544,9,1.8893464,-2.5115225,-0.63598937,0.689547,2.7260225,-2.596143,-0.68657625,0.57567549,2.705195,-2.2992551,-0.53497547,0.7792592,2.949332,19.725691,2,0.125,0.125,26,0,10.836499,8.1662092,5.4307213,5.8449349,7.2027087,4.8144031,2.3467534,2.6329932,0.80479431,-0.84346098,-0.44497722,0.10919525,2.4641497,-1.3703731,-0.36583456,0.14424291,2.4435968,-0.52760088,-0.25149632,0.18720531,2.6938834,7.4655404,10.511072,5.0439601,-1.1503414,-1.0358058,-0.7050637,3.513926,5.4180503,0.29013595,14,7.5210843,1.9895136,0.17708185,11.484375,4.8884296,2.5714285,8.8319998,3.6823802,1.9043266,2.1681855,-0.49900001,-0.88103002,5.2343493,11,0,1.8483894,-1.8483894,0.19057047,0.2123244,33.807461,45.44854,20.586502,17.238026,10.324173,0,17.440542,29.65753,0,0,5.6825762,13.566921,0,16.922417,0.72348815,0.31246963,0.14472236,0.27651188,0.68753034,0.13178952,152.42064,65.829445,30.489336,58.254051,144.84525,27.764715,0.44444445,0.80000001,210.67468,0,210.67468,0,5,0,2,0,0,0.66666669,-0.2097,58.282413,10.28219,23.508358,20.926258,0,16.78553,0,34.85754,37.736813,23.862217,5.2978201,34.862103,45.295071,0,12.508471,32.897186,72.594353,28.084135,0,88.150002,0.59002918,5,2.837183,7.4991851,210.67468,262.4534,21.753254,17.742489,98.241982,41.580635,53.062664,211.22099,369,20,76
NCCc1nc2n(c1)C=CC=C2,3.8641131,-44343.844,-231502.83,74.833168,-8.62572,8.62572,-0.24705,365.52356,365.52356,0.99052531,77.51564,31.710613,4.5679216,12.550088,0.000209779,-13.079062,29.566257,40.38308,3.6884744,7.9821663,0.019520741,4.1329241,-44445.219,-230534.64,48.505329,-8.6946402,8.6946402,-0.31720999,0.1159314,0.89113945,4.074481,-39706.336,-223923.97,49.285591,-8.8218298,8.8218298,-0.53298998,1178.6515,136.16132,1046.6425,1174.4991,2.7039547,2.9407752,1.2108241,0.41087523,162.75,190.19321,5.0908561,0.19594871,3.0197573,2.4008873,1.3180447,0.50335336,0.21948871,0.062150061,0.009223975,0,500.25,295,214.5,183.875,163.25,142.5,93.75,49.75,0.5,0.70710677,0.5,0.5,0.70710677,0.5,-2.2937911,-2.2761853,-2.2644739,-5.2968731,-5.2561316,-5.129457,1.1911803,199.875,219.625,143.125,46.125,17.875,5.25,0.75,0,0.10372961,0.028552005,1.5237612,1.2549626,1.4522951,1.7901084,2.0557821,2.1291738,1.5123513,0.86465329,1.1764426,2.4368887,3.5661094,3.8997161,3.6858525,3.8031514,4.1820469,0,1.2891091,317.66125,409.5,864.625,490.375,215.75,64.25,22.25,5.25,0.75,0,664.75,270.75,72.625,18.125,4.375,0,897.8067,254.34618,26.49855,26.474724,32.703964,1.4219115,9,1.8752192,-2.4537926,-0.64342827,0.63696951,2.4277811,-2.6655693,-0.56996816,0.69739944,2.4002779,-2.1962054,-0.45166174,0.83872157,2.6912467,14.665277,2,0.15384616,0.15384616,17,0,8.3889055,6.7727423,5.3009648,6.1044478,5.8981781,4.02637,2.4309037,3.2247448,0.70002913,-0.83885294,-0.40430683,0.071301453,2.2398813,-1.3632479,-0.29921287,0.13414288,2.2979066,-0.50825036,-0.19755822,0.23265262,2.5324144,4.4659338,3.6315091,2.8446178,-1.9576715,1.2742023,-1.9762862,4.56146,4.8485808,1.9533629,14,4.3301067,1.2311146,5.4950199,8.5917158,3.8062284,1.8595041,6.046875,2.5829909,1.2259492,1.3015853,0.057999998,-0.49502999,4.7652779,10,0,0.99088061,-0.99088061,0.13907675,0.33265445,59.254688,28.026482,28.428589,0,0,0,0,37.702133,12.254904,0,0,5.6825762,0,6.6511192,0.93070978,0.34994698,0.069290236,0.069290236,0.65005302,0,165.66679,62.290733,12.333695,12.333695,115.70975,0,0.42857143,0.75,178.00049,0,178.00049,0,4,0,2,0,0,0.83333331,0.88177001,32.897186,18.684622,0,18.439579,5.0846677,18.868406,0,52.500725,34.85754,0,4.9349399,0,18.684622,0,5.0846677,32.897186,71.369133,53.297119,0,43.84,0.68129086,4.7004399,2.5652335,6.837441,178.00049,230.28755,5.6825762,0,130.83205,11.190562,23.425066,161.20799,197,14,60
NCCc1sccn1,2.8407397,-31323.566,-133261.95,29.714661,-9.4966602,9.4966602,-0.24059001,302.78107,302.78107,1.0694391,110.25621,18.394011,1.8138164,1.6877162,0.000154734,-9.050025,88.106392,90.241692,2.0679321,-0.12610023,0.10123138,2.4623423,-32185.494,-134138.39,23.330759,-9.7761202,9.7761202,-0.42965999,0.18316981,0.88974398,2.2360442,-28264.592,-127570.02,36.2043,-9.5633698,9.5633698,-0.61684,564.78375,99.812485,484.83728,544.91779,2.0989339,2.3180072,0.81703496,0.73751754,119.875,148.69321,4.5773506,0.14283167,3.1487346,2.6082859,1.5461709,0.6191318,0.29328004,0.11145293,0.01477208,0,357.5,205.25,146.625,123.875,106.625,88.5,53,22.375,0.70710677,0.5,0.5,0.5,0.5,1,-2.2687075,-2.2667775,-2.2644811,-5.6539187,-5.5939407,-5.3379579,1.1630256,184.875,224.125,149.5,52.375,21.5,8,1.125,0,0.17476556,0.06458123,1.5140665,1.2744229,1.279219,1.5611994,1.8107744,2.0324743,1.7349197,1.1659614,1.0788509,1.8545481,2.575783,3.311568,3.5091281,3.8760684,3.7848897,0,1.2126267,261.62216,317.25,749.25,458.625,214.25,70.75,25.625,8,1.125,0,564.375,234.5,64.75,18.375,4.125,0,160.83597,359.12488,44.82291,19.234344,26.39036,1.6493975,5,2.1005492,-2.4556763,-0.48713586,0.67432636,2.4037426,-2.6631725,-0.40245947,0.78570867,2.3779814,-2.1887188,-0.31572339,0.90295905,2.6739354,11.685656,2,0.25,0.25,11,0,5.8199911,5.318223,3.0689142,3.4057775,3.9318516,3.39642,1.1868867,1.4082483,0.78770351,-0.83869135,-0.34754297,0.086147241,1.9715619,-1.3632309,-0.24725933,0.20607083,2.0414782,-0.50802463,-0.17435516,0.27954915,2.2625151,4.4493093,2.3117907,1.4644873,-1.3771347,0.74005681,-1.3832633,2.3815551,3.5671258,1.5187322,14,5.1516738,2.2653522,2.9898999,6.125,3.1111112,1.8,5.9752965,3.0230639,1.7430098,2.2579629,-0.102,0.18728,3.6476116,5,0,0.71102846,-0.71102846,0.24531898,0.46362656,33.807461,8.5307722,17.238026,19.760618,0,0,0,30.56925,14.230966,0,0,0,5.6825762,6.6511192,0.90962392,0.41865304,0.090376087,0.090376087,0.58134693,0,124.13709,57.133911,12.333695,12.333695,79.336876,0,0.40000001,0.66666669,136.47079,0,136.47079,0,3,0,1,0,0,0.75,0.64427,32.897186,16.78553,0,18.439579,0.92957383,18.868406,0,33.030369,0,31.277687,3.4872401,0,16.78553,0,0.92957383,32.897186,51.898773,18.439579,31.277687,38.91,0.8112781,4,2.1595347,5.6184216,136.47079,162.75032,5.6825762,0,102.6283,0,23.425066,128.19901,67,5,34
NCCc1scc(-c2ccccc2)n1,2.6693137,-50298.727,-279565,56.02066,-8.7256403,8.7256403,-0.45794001,416.32608,416.32608,1.0463355,143.54958,19.923576,5.4471688,14.534316,0.000556266,-10.716743,106.13241,113.99156,2.9587252,9.0871468,0.035280522,2.1741428,-51167.801,-279456.84,45.913818,-9.0979204,9.0979204,-0.50951999,0.16653925,0.86291856,1.8922582,-46069.961,-271243.94,60.352772,-9.01371,9.01371,-0.80010998,1916.0527,314.46625,1629.3982,1888.241,3.0624764,3.3252292,1.3282493,0.62458146,195.25,224.23929,5.6306033,0.22429846,2.8940806,2.3133879,1.2814034,0.42113197,0.18985192,0.069633938,0.017111309,0,606.125,347.875,258.375,217.625,189.5,154.125,97.375,54.625,1.6583124,1.5811388,0.5,0.70710677,0.5,0.5,-2.4596009,-2.4469845,-2.4242039,-5.9360857,-5.9048457,-5.8523264,1.2266395,184.75,225.75,152.75,46.125,19.625,7.625,1.5,0,0.092888243,0.035037335,1.4576874,1.3437134,1.4705265,1.8379647,2.1084793,2.1438558,1.6157451,1.2026536,1.0563713,2.3781459,3.548131,4.5182896,4.3354421,4.0105605,3.6365087,0,1.3233435,365.55136,483.75,950.375,533.125,235,65.375,24,7.625,1.5,0,765.625,307.375,82.25,19.25,4.375,0,1008.4291,851.89209,55.731613,32.461517,39.138134,1.5053129,11,1.776662,-2.4557986,-0.61253381,0.68781042,2.4066904,-2.6631594,-0.50301385,0.79907721,2.41874,-2.1887949,-0.46600384,0.8838352,2.6821904,16.058483,3,0.2,0.2,16,0,9.8031187,8.6276236,6.378315,7.388905,6.8981781,5.4778533,3.3029122,4.4663267,0.73561108,-0.83871633,-0.38006535,0.079132214,2.2275805,-1.3632388,-0.25121754,0.17957656,2.3734961,-0.50809222,-0.20442919,0.250761,2.5472746,4.383287,3.4921329,2.6355741,0.47653285,2.440886,-3.1613154,5.6437855,6.0521393,1.3945,14,5.2149744,2.2388563,2.768683,10.515555,5.1855955,2.75,8.6484947,4.19522,2.196846,2.5915956,1.818,-2.2079,6.1532149,11,0,0.9837783,-0.9837783,0.17785808,0.33508739,17.061544,32.291866,17.238026,19.760618,0,0,0,32.77779,75.505486,0,0,0,5.6825762,6.6511192,0.94040799,0.58277786,0.059591986,0.059591986,0.41722211,0,194.63533,120.61697,12.333695,12.333695,86.352058,0,0.44444445,0.80000001,206.96902,0,206.96902,0,5,0,2,0,0,0.71428573,2.31127,32.897186,16.78553,0,18.439579,0.92957383,18.868406,0,109.97426,0,31.277687,6.0308399,0,16.78553,0,0.92957383,38.839512,122.90034,18.439579,31.277687,38.91,0.61744827,4.9068904,2.8738747,7.277689,206.96902,277.72421,5.6825762,0,170.27936,0,23.425066,204.297,322,16,68
N(CCc1ncccc1)(C)C,2.3978927,-40550.629,-214858.02,32.135578,-9.2225904,9.2225904,0.15017,362.34869,362.34869,0.89154303,47.444923,4.3199034,4.7961345,33.770859,5.99E-05,-9.5760756,7.1915717,31.575075,2.1625271,28.974726,0.054393142,1.9890784,-40661.336,-213327.61,27.92288,-9.3842096,9.3842096,-0.049759999,0.14546144,0.89502227,2.7654593,-37049.469,-209316.25,19.219839,-9.1360197,9.1360197,-0.016759999,1113.4475,158.75027,976.78827,1091.3564,2.7224741,2.7357104,1.2335651,0.6380316,168.5,193.93547,4.1831365,0.23437952,2.7848525,1.6782774,0.74011725,0.35704601,0.20267642,0.099500738,0.021593247,0,504.625,295.625,234.625,213.75,194.375,146.375,66.375,33.75,6.8190908,0.5,6.98212,1.118034,0.5,0.70710677,-2.1005883,-2.0982792,-2.0974948,-5.5848536,-5.5003848,-5.4792767,1.1925323,197.25,211,134.625,52.375,23.25,8.875,1.625,0,0.099094301,0.041520469,0.96424085,0.85416692,0.82734776,0.90378726,1.0230008,1.3241711,1.5182472,1.0853323,0.61697227,1.8758657,3.1255329,3.3624499,3.3820443,3.4657018,3.8434761,0,1.3030537,325.67731,424.375,713.25,330.375,136.75,52.375,23.25,8.875,1.625,0,516,119.375,2.125,0,0,0,261.00723,818.16815,34.272091,27.375101,32.264111,1.2905644,9,2.0687969,-2.6009786,-0.39283219,0.37394196,2.5001104,-2.677752,-0.34757462,0.42294982,2.4500964,-2.3205514,-0.19956604,0.57179385,2.7691338,18.604898,3,0.27272728,0.27272728,19,0,8.1044483,7.118042,6.2236147,6.8199911,5.2876935,3.8346891,2.1422286,2.8164966,0.63813114,-0.86271048,-0.33420375,-0.060512338,2.2481589,-0.9548853,-0.25372413,-0.004695721,2.2740912,-0.51716793,-0.15314655,0.096318327,2.5024993,4.2642651,2.8947756,2.8947756,-0.76541013,1.4366773,-1.8204045,3.0630121,4.6551137,1.0588645,14,4.7720523,1.3236008,3.1015291,9.090909,4.7928996,3.7869823,7.0900249,3.63465,2.800302,2.3427052,0.77200001,-0.21258,4.724144,6,0,0.73646617,-0.73646617,0.11262376,0.41819388,87.992966,17.061544,0,0,0,0,0,70.987183,12.254904,0,0,0,5.6825762,0,0.97070521,0.45842376,0.029294774,0.029294774,0.54157621,0,188.2966,88.924667,5.6825762,5.6825762,105.05451,0,0.42857143,0.75,193.97917,0,193.97917,0,4,0,1,0,0,0.81818181,1.18567,0,19.909843,0,18.439579,2.7567475,84.662781,0,70.143913,0,0,4.6494999,0,19.909843,0,2.7567475,0,89.012314,18.439579,65.794373,16.129999,0.68403846,4.4594316,2.6487896,6.559793,193.97917,235.41399,5.6825762,0,178.33147,0,5.6825762,150.22499,174,10,48
