HV,HD,IC,O,Iorb,Oorb,M1,M2,IC0,IC1,IC2,IC3,IC4,IC5,IC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,S0,S1,S2,S3,S4,S5,S6,SC3,SC4,SC5,SC6,SCH3,SCH4,SCH5,SCH6,SPC4,SPC5,SPC6,B0,B1,B2,B3,B4,B5,B6,BC3,BC4,BC5,BC6,BCH3,BCH4,BCY5,BCH6,BPC4,BPC5,BPC6,V0,V1,V2,V3,V4,V5,V6,VC3,VC4,VC5,VC6,VCH3,VCH4,VCH5,VCH6,VPC4,VPC5,VPC6,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,AZV1,AZV2,AZV3,AZV4,AZV5,ASV1,ASV2,ASV3,ASV4,ASV5,DSV1,DSV2,DSV3,DSV4,DSV5,AZS1,AZS2,AZS3,AZS4,AZS5,ASZ1,ASZ2,ASZ3,ASZ4,ASZ5,DN2S1,DN2S2,DN2S3,DN2S4,DN2S5,DN2I1,DN2I2,DN2I3,DN2I4,DN2I5,ASI1,ASI2,ASI3,ASI4,ASI5,DSI1,DSI2,DSI3,DSI4,DSI5,ASN1,ASN2,ASN3,ASN4,ASN5,DSN1,DSN2,DSN3,DSN4,DSN5,DN2N1,DN2N2,DN2N3,DN2N4,DN2N5,ANS1,ANS2,ANS3,ANS4,ANS5,ANV1,ANV2,ANV3,ANV4,ANV5,AZN1,AZN2,AZN3,AZN4,AZN5,ANZ1,ANZ2,ANZ3,ANZ4,ANZ5,ANI1,ANI2,ANI3,ANI4,ANI5,DSZ1,DSZ2,DSZ3,DSZ4,DSZ5,ANN1,ANN2,ANN3,ANN4,ANN5,DN2Z1,DN2Z2,DN2Z3,DN2Z4,DN2Z5,PSA,Molecular.weight,Num.aliphatic.rings,Num.aromatic.rings,Num.atoms,Num.chiral.centers,Num.heavy.atoms,Num.heteroaromatic.rings,Num.molecules,Num.negative.atoms,Num.positive.atoms,Num.residues,Num.rings,Num.rotatable.bonds,Percent.helix,Percent.loop,Percent.strand,Total.charge,Atom.Count,Atoms.in.Ring.System,Bond.Count,Bonds.in.Ring.System,Centralization,Cyclomatic.number,Eccentric.connectivity,Eccentricity,First.Zagreb,Gutman.Molecular.Topological,Number.of.ring.systems,Polarity,Quadratic,Ramification,Ring.Count.10,Ring.Count.11,Ring.Count.12,Ring.Count.13,Ring.Count.14,Ring.Count.15,Ring.Count.16,Ring.Count.17,Ring.Count.18,Ring.Count.19,Ring.Count.20,Ring.Count.3,Ring.Count.4,Ring.Count.5,Ring.Count.6,Ring.Count.7,Ring.Count.8,Ring.Count.9,Ring.bridge.count,Ring.perimeter,Schultz.Molecular.Topological,Second.Zagreb,Sum.of.topological.distances.between.Br..Br,Sum.of.topological.distances.between.Br..I,Sum.of.topological.distances.between.Cl..Br,Sum.of.topological.distances.between.Cl..Cl,Sum.of.topological.distances.between.Cl..I,Sum.of.topological.distances.between.F..Br,Sum.of.topological.distances.between.F..Cl,Sum.of.topological.distances.between.F..F,Sum.of.topological.distances.between.F..I,Sum.of.topological.distances.between.I..I,Sum.of.topological.distances.between.N..Br,Sum.of.topological.distances.between.N..Cl,Sum.of.topological.distances.between.N..F,Sum.of.topological.distances.between.N..I,Sum.of.topological.distances.between.N..N,Sum.of.topological.distances.between.N..O,Sum.of.topological.distances.between.N..P,Sum.of.topological.distances.between.N..S,Sum.of.topological.distances.between.O..Br,Sum.of.topological.distances.between.O..Cl,Sum.of.topological.distances.between.O..F,Sum.of.topological.distances.between.O..I,Sum.of.topological.distances.between.O..O,Sum.of.topological.distances.between.O..P,Sum.of.topological.distances.between.O..S,Sum.of.topological.distances.between.P..Br,Sum.of.topological.distances.between.P..Cl,Sum.of.topological.distances.between.P..F,Sum.of.topological.distances.between.P..I,Sum.of.topological.distances.between.P..P,Sum.of.topological.distances.between.S..Br,Sum.of.topological.distances.between.S..Cl,Sum.of.topological.distances.between.S..F,Sum.of.topological.distances.between.S..I,Sum.of.topological.distances.between.S..P,Sum.of.topological.distances.between.S..S,Topological.diameter,Topological.radius,Unipolarity,Variation,Wiener,X1.path.Kier.alpha.modified.shape.index,X2.path.Kier.alpha.modified.shape.index,X3.path.Kier.alpha.modified.shape.index,ALOGP1,ALOGP10,ALOGP2,ALOGP3,ALOGP4,ALOGP5,ALOGP6,ALOGP7,ALOGP8,ALOGP9,Average.connectivity.index.chi.0,Average.connectivity.index.chi.1,Average.connectivity.index.chi.2,Average.connectivity.index.chi.3,Average.connectivity.index.chi.4,Average.connectivity.index.chi.5,Average.eccentricity,Average.valence.connectivity.index.chi.0,Average.valence.connectivity.index.chi.1,Average.valence.connectivity.index.chi.2,Average.valence.connectivity.index.chi.3,Average.valence.connectivity.index.chi.4,Average.valence.connectivity.index.chi.5,Average.vertex.distance.degree,Balaban.type.index.from.Z.weighted.distance.matrix...Barysz.matrix,Balaban.type.index.from.electronegativity.weighted.distance.matrix,Balaban.type.index.from.mass.weighted.distance.matrix,Balaban.type.index.from.polarizability.weighted.distance.matrix,Balaban.type.index.from.van.der.waals.weighted.distance.matrix,Balaban.centric,Balaban.distance.connectivity.index,Connectivity.chi.1..Randic.connectivity.,Connectivity.index.chi.0,Connectivity.index.chi.2,Connectivity.index.chi.3,Connectivity.index.chi.4,Connectivity.index.chi.5,E.state.topological.parameter,Eccentric,First.Mohar,First.Zagreb.index.by.valence.vertex.degrees,Global.topological.charge,Gutman.MTI.by.valence.vertex.degrees,Harary,Hyper.distance.path.index,Kier.Hall.electronegativity,Kier.benzene.likeliness.index,Kier.flexibility,Log.of.product.of.row.sums,Lopping.centric,MR1,MR2,MR3,MR4,MR5,MR6,MR7,MR8,Maximal.electrotopological.negative.variation,Maximal.electrotopological.positive.variation,Mean.Distance.Degree.Deviation,Mean.Square.Distance.Balaban,Mean.Wiener,Mean.topological.charge.index.of.order.1,Mean.topological.charge.index.of.order.10,Mean.topological.charge.index.of.order.2,Mean.topological.charge.index.of.order.3,Mean.topological.charge.index.of.order.4,Mean.topological.charge.index.of.order.5,Mean.topological.charge.index.of.order.6,Mean.topological.charge.index.of.order.7,Mean.topological.charge.index.of.order.8,Mean.topological.charge.index.of.order.9,Modified.Randic.connectivity,Molecular.electrotopological.variation,Molecule.cyclized.degree,Narumi.Geometric.Topological,Narumi.Harmonic.Topological,Narumi.Simple.Topological,Normalized.number.of.ring.systems,PEOE1,PEOE10,PEOE11,PEOE12,PEOE13,PEOE14,PEOE2,PEOE3,PEOE4,PEOE5,PEOE6,PEOE7,PEOE8,PEOE9,Petitjean.2D.shape,Pogliani,Quasi.Wiener,Radial.centric,Reciprocal.hyper.distance.path.index,Ring.Fusion.degree,Ring.Fusion.density,Ring.complexity.index,Schultz.Molecular.Topological.by.valence.vertex.degrees,Second.Mohar,Second.Zagreb.index.by.valence.vertex.degrees,Solvation.connectivity.index.chi.0,Solvation.connectivity.index.chi.1,Solvation.connectivity.index.chi.2,Solvation.connectivity.index.chi.3,Solvation.connectivity.index.chi.4,Solvation.connectivity.index.chi.5,Spanning.tree.number,Square.reciprocal.distance.sum,Superpendentic,Topological.charge.index.of.order.1,Topological.charge.index.of.order.10,Topological.charge.index.of.order.2,Topological.charge.index.of.order.3,Topological.charge.index.of.order.4,Topological.charge.index.of.order.5,Topological.charge.index.of.order.6,Topological.charge.index.of.order.7,Topological.charge.index.of.order.8,Topological.charge.index.of.order.9,Total.structure.connectivity,Valence.connectivity.index.chi.0,Valence.connectivity.index.chi.1,Valence.connectivity.index.chi.2,Valence.connectivity.index.chi.3,Valence.connectivity.index.chi.4,Valence.connectivity.index.chi.5,Van.der.Waals.surface.area,Wiener.type.index.from.Z.weighted.distance.matrix...Barysz.matrix,Wiener.type.index.from.electronegativity.weighted.distance.matrix,Wiener.type.index.from.mass.weighted.distance.matrix,Wiener.type.index.from.polarizability.weighted.distance.matrix,Wiener.type.index.from.van.der.waals.weighted.distance.matrix,Xu,path.walk.2...Randic.shape.index,path.walk.3...Randic.shape.index,path.walk.4...Randic.shape.index,path.walk.5...Randic.shape.index,reciprocal.distance.Randic.type.index,reciprocal.distance.square.Randic.type.index,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,ChiralCenterCountAllPossible,RingCount,Estate,MR,Polar,AM1_dipole,AM1_E,AM1_Eele,AM1_HF,AM1_HOMO,AM1_IP,AM1_LUMO,ASA,ASA_H,dens,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_str,E_strain,E_tor,E_vdw,glob.1,MNDO_dipole,MNDO_E,MNDO_Eele,MNDO_HF,MNDO_HOMO,MNDO_IP,MNDO_LUMO,npr1,npr2,PM3_dipole,PM3_E,PM3_Eele,PM3_HF,PM3_HOMO,PM3_IP,PM3_LUMO,pmi,pmi1,pmi2,pmi3,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,pmiX,pmiY,pmiZ,apol,a_IC,a_ICM,a_nC,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,density,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,logP.o.w.,logS,mr,opr_brigid,PC.,PEOE_PC.,PEOE_PC..1,PEOE_RPC.,PEOE_RPC..1,PEOE_VSA.0,PEOE_VSA.1,PEOE_VSA.2,PEOE_VSA.3,PEOE_VSA.4,PEOE_VSA.5,PEOE_VSA.6,PEOE_VSA.0.1,PEOE_VSA.1.1,PEOE_VSA.2.1,PEOE_VSA.3.1,PEOE_VSA.4.1,PEOE_VSA.5.1,PEOE_VSA.6.1,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_VSA_HYD,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC.,RPC..1,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,Class01
3.278,3.929,2.65,4,4.248,2,82,88,1.74,3.321,4.365,4.708,4.765,4.765,4.765,0.339,0.647,0.851,0.918,0.929,0.929,0.929,3.389,1.809,0.764,0.422,0.364,0.364,0.364,13.924,9.274,7.103,5.37,4.088,2.811,1.588,0.606,0,0.118,0,0,0,0,0.083,1.453,2.022,2.37,12.414,7.461,5.206,3.564,2.443,1.524,0.861,0.391,0,0.059,0,0,0,0,0.028,0.837,1.033,1.076,13.091,7.84,5.462,3.811,2.689,1.732,1.043,0.418,0,0.09,0,0,0,0,0.022,0.941,1.289,1.493,19,19,22,25,27,27,21,18,18,19,19,4.34961,1.181584,8.802613,89.556303,3.700525,0.416513,0.010422,2.756439,884.609329,0.381532,0.229486,0.004473,-99,-99,-99,204.809612,2486.399708,61.16998,2.022505,187.515617,1.673518,0.230805,5.40153,268.070226,1.438976,3.913529,0.836006,8.582994,98.113254,3.84106,0.041791,9.2e-05,0.890801,8586.901481,0.041738,0.203364,0.002248,1.957657,1780.225919,0.200056,0.108737,0.000728,1.405136,3649.399416,0.098991,3.863923,0.81151,8.533227,93.696101,3.801056,2.065994,0.262973,6.124844,192.073653,1.880825,0.794025,0.033266,3.88291,451.942183,0.793025,85.852756,405.212421,40.167469,4.531457,83.996864,1.795855,0.183529,5.776526,196.062116,1.713553,40.894162,93.909139,27.517705,9.349746,38.421185,7.607651,5.495664,11.416524,62.002315,6.38751,0.905481,0.043191,4.147329,402.274589,0.90508,0.88742,0.151252,-99,-99,0.548183,17.204145,15.591819,18.077787,21.172347,17.196523,0.346545,0.013036,2.404116,1402.72651,0.278817,98.4,342.26782,0,1,35,0,19,1,1,0,0,1,1,8,0,0,0,0,19,6,19,6,447,1,363,185,82,3365,1,22,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3567,88,0,0,0,0,0,0,0,0,0,0,39,0,0,0,48,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,6,71,54,898,15.82252032,9.66442373,6.47223484,48.92499024,171.3741048,17.78765106,30.08088734,31.89831263,23.38590736,4.34684722,6.50714604,0,0,0.73286521,0.48812563,0.32287303,0.21481012,0.15139776,0.10412386,9.73684211,0.68899077,0.41261927,0.24825138,0.15242828,0.09958943,0.0641561,94.52631579,2.8584945,2.41469208,2.85960357,1.9481875,1.92816373,0,2.02504221,9.27438691,13.92443896,7.1032067,5.370253,4.08773947,2.81134416,32.39175444,1.49030471,0,215.5116598,0.31856442,8288.506173,54.36933622,3638,5.30555556,1.23785781,8.04818636,37.39133244,0,21.1062406,0,0,0,0,0,0,313.199606,1.1346142,2.50902881,15.24099723,6.10722896,5.25146199,0.13157895,0.00618984,0.07070707,0.03409091,0.02643275,0.01605903,0.00723032,0.00882523,0.01095994,0.00649038,71.18795032,12.52784193,0.31578947,1.91118543,1.80952381,12.30675021,1,0,14.02556264,9.60075947,21.1062406,0,0,19.73236441,0,37.64357533,8.3999148,10.61105488,58.92416707,124.2978362,29.96437119,1,40.25,845.3333333,2.64979446,35.04916195,1,0,1,5712.51166,5.54594308,206.7037037,15.27799235,10.35173718,8.34267929,6.66779013,5.28677823,3.79145237,1.79175947,29.95372971,9.61367998,2.5,0.07427813,1.55555556,0.75,0.50222222,0.25694444,0.10122449,0.10590278,0.13151927,0.084375,0.00212629,13.0908246,7.83976615,5.46153046,3.8107071,2.68891471,1.73221461,334.3058466,634.9196429,746.0214506,634.6130878,941.3224986,943.3600824,19.82919601,0.52656642,0.29898135,0.16037195,0.07671782,3.25716453,112.348314,342.2579,2.0218,4,0,8,19,0,0,1,43.084,78.5655,34.569,5.7696199,-90247.68,-618551.63,146.5403,-9.6491804,9.6491804,-1.02529,515.66846,515.66846,1.1974427,173.62721,62.562107,11.77856,50.21888,1.4018875,-20.287518,45.705765,112.06739,13.738579,38.440319,0.096093185,6.0712924,-89444.102,-610422.38,102.23574,-9.7638798,9.7638798,-1.34365,0.45834732,0.6458987,6.4855738,-80231.398,-602334.63,107.94304,-9.5539799,9.5539799,-1.24853,4062.0107,1769.576,2493.6699,3860.7756,3.4402194,3.0121431,1.8489277,0.93373132,286.625,304.69498,6.4296784,0.23195319,2.6960564,2.0277765,1.028447,0.38111085,0.22544655,0.10601095,0.001964866,0,898.875,540.625,410.125,350.75,307,265.625,165.625,104.875,0.5,0.70710677,0.86602539,8.031189,7.5332594,0.5,-3.0833549,-3.0234542,-3.0118985,-5.1244993,-5.1070771,-5.0920372,1.2550536,257.125,277.875,196.875,82.875,37.25,12.5,0.625,0,0.090825967,0.035637919,0.94843304,0.90015936,0.88864738,1.0245912,1.2213665,1.2932894,0.96306664,0.9465521,0.76854581,2.0735965,3.5857337,5.2514291,5.5788689,5.6991177,5.1765842,0,1.4468936,468.07175,677.25,1156,600.125,260,83.125,37.25,12.5,0.625,0,898.875,322.25,63.125,0.25,0,0,1902.0062,1806.8218,353.18286,46.681515,57.018486,1.6290996,17,1.6202495,-2.2608087,-0.62879068,0.62751716,2.3740153,-2.1925066,-0.43563876,0.80701679,2.4576211,-1.9802767,-0.40537199,0.8950057,2.6775477,18.578484,1,0.03846154,0.03846154,20,0,15.974327,13.8052,9.748559,11.275657,11.147867,7.9106994,4.9189377,6.7684216,0.82592243,-0.79803926,-0.39293855,0.039875474,2.563458,-0.86626226,-0.26646185,0.16623263,2.6760964,-0.48244074,-0.17361616,0.28283337,2.8773537,7.2476215,4.5386934,4.5386934,4.4079671,4.4577889,-5.9548659,10.248957,9.1996984,0.11541604,14,7.8844914,1.4318045,0.073110811,16.467455,6.7188368,3.0178328,12.950079,5.2219429,2.3246334,2.9401987,4.5900002,-5.2839198,9.1839905,22,0,1.3173277,-1.3173277,0.1210442,0.21337134,21.732985,56.307323,24.382887,11.190562,0,0,0,67.767296,95.928604,18.842079,0,0,5.6825762,0,0.98117322,0.62358898,0.018826807,0.018826807,0.37641102,0,296.15173,188.22055,5.6825762,5.6825762,113.61375,0,0.44444445,0.80000001,301.83432,0,301.83432,0,5,0,4,0,0,0.78260869,4.4999199,0,37.981853,0,0,11.02699,16.78553,7.0012131,126.25904,0,130.06288,9.2105999,0,52.010635,0,18.028204,2.7567475,141.94186,2.7567475,111.62331,0
3.261,3.915,2.65,4,4.143,2,90,100,1.84,3.156,4.25,4.688,4.75,4.75,4.75,0.368,0.631,0.85,0.938,0.95,0.95,0.95,3.16,1.844,0.75,0.313,0.25,0.25,0.25,13.502,9.271,7.741,5.986,4.794,3.181,1.796,0.84,0,0.204,0,0,0,0.118,0.253,1.872,2.797,3.292,11.516,6.968,5.022,3.476,2.434,1.484,0.843,0.396,0,0.059,0,0,0,0.048,0.088,0.787,1.035,1.059,10.968,6.902,4.841,3.383,2.283,1.437,0.863,0.249,0,0.025,0,0,0,0.037,0.06,0.538,0.683,0.681,19,20,25,30,35,33,27,24,24,25,27,4.564721,1.243454,9.125221,84.74404,4.173249,0.442887,0.011574,2.852257,867.519258,0.412189,0.2418,0.004672,-99,-99,0.190613,203.277711,2337.518813,61.460984,2.08941,193.646875,1.454743,0.133894,5.17063,285.036716,1.370272,3.846627,0.805877,8.511888,103.912021,3.780049,0.041976,9.3e-05,0.892802,9025.238486,0.041929,0.207143,0.002327,1.976388,1854.390983,0.204033,0.110887,0.00076,1.416576,4061.560594,0.099998,3.935708,0.839867,8.614877,97.599525,3.876627,2.106851,0.274475,6.174711,213.766347,1.899959,0.797546,0.033553,3.891634,475.012552,0.796643,83.444179,380.954432,39.623404,4.843578,81.830658,1.881999,0.200009,5.920339,197.015861,1.804441,41.516842,93.530829,27.943515,9.522384,40.580631,6.271064,2.352548,10.788787,65.503086,6.012552,0.900947,0.042759,4.136934,425.32245,0.90055,0.789107,0.059281,3.602091,876.780602,0.585285,17.118001,15.436012,18.032479,22.385392,17.110448,0.292406,0.00528,2.324238,1410.228222,0.278185,106.32,279.34295,0,2,34,0,19,2,1,0,1,1,2,8,0,0,0,1,19,11,20,11,426,2,385,185,90,3735,2,22,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,3715,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,38,0,17,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,12,6,70,55,878,13.59702837,6.93066028,4.09080731,22.19243355,102.7857064,35.57530213,88.47073931,21.58414405,0,4.98086251,6.50714604,0,6.99284437,0.71062049,0.46354285,0.30963605,0.19954028,0.13696369,0.09638099,9.73684211,0.58210821,0.34882515,0.19665829,0.11493519,0.06689384,0.04456048,92.42105263,2.13053167,1.83647464,2.13033662,1.42593495,1.42932763,0,1.51290157,9.27085695,13.50178923,7.74090115,5.98620826,4.79372912,3.18057263,30.4274919,1.49030471,35.09571732,257.4444444,0.31169564,10814.33333,56.21176046,3531,6.60185185,1.04647545,4.95980971,37.21718277,0,0,0,0,0,0,0,0,289.0891783,2.15291165,3.79993386,14.39889197,6.01362974,5.13450292,0.125,0.00539945,0.06222222,0.03693182,0.03190058,0.01613095,0.00892029,0.00962243,0.00835577,0.00721213,63.8862316,17.61575836,0.57894737,2.02495078,1.93220339,13.4053625,1,3.80840809,7.01278132,14.00562569,2.5951928,0,9.99170279,13.98430703,0,22.65758278,0,26.7663801,17.78765106,98.92703373,71.55251294,1,42,787.7333333,2.64979446,36.85305805,1,0,1,6481.777778,5.52663608,252.6666667,13.85534262,9.77085695,8.23879211,6.54239448,5.31513017,3.68151862,3.40119738,31.58768747,7.64879638,2.5,0.06479339,1.55555556,0.8125,0.60611111,0.22583333,0.11596372,0.1154691,0.10026927,0.09375772,0.00122762,11.06005591,6.976503,4.91645729,3.44805581,2.34128445,1.47049591,289.0891783,620.0386905,715.8078647,620.1029596,945.7912374,935.1651458,19.77489809,0.55419799,0.3129372,0.16666974,0.07546318,3.32974206,121.254762,279.3381,-0.4661,3,3,7,19,0,0,2,44.334,77.3224,34.372,6.9233913,-126435.61,-1014134.3,-95.403374,-8.8563805,8.8563805,-1.32857,642.00354,642.00354,1.1175419,166.64415,36.231861,32.846489,63.299606,0.055451602,-20.165665,50.905884,80.448624,16.151342,30.453117,0.037353806,7.1180124,-126778.17,-1003045.9,-119.78985,-8.8067999,8.8067999,-1.36647,0.15060264,0.89651859,6.9034548,-116099.35,-995198.81,-138.1447,-8.8273096,8.8273096,-1.39202,8969.6064,1319.7523,7856.3188,8763.1416,4.6133046,4.6495838,1.8780173,0.89863122,377.125,405.02289,3.3279428,0.085974358,2.6470952,2.125484,1.505816,0.68886602,0.35767958,0.17432339,0.053527933,0.00411223,810.5,502,387.625,322.25,270.875,201.25,132.5,88.75,0.5,0.70710677,0.5,0.5,0.5,0.70710677,-2.7235,-2.7154408,-2.6900892,-6.8456545,-6.6508532,-6.4019446,1.3464502,344,488.375,396.375,169.375,74.625,31.625,8.125,1.125,0.19542083,0.098138094,1.153536,1.1450797,1.2177391,1.2691908,1.3257419,1.4222299,1.4882202,1.4213605,0.25640988,0.80788612,1.3937697,2.246336,2.2042711,2.4450953,2.9486635,4.0358586,1.4549267,584.39368,850.25,1392.75,883.125,480.75,175,75.75,31.625,8.125,1.125,1048.75,394.75,84.375,5.625,1.125,0,7618.7456,1138.3916,212.46899,63.12624,86.315544,1.5984361,23,1.3804681,-2.5719538,-0.4705517,0.48961374,2.6519279,-2.6505497,-0.42513198,0.51409715,2.6314557,-2.3367443,-0.2458196,0.69163448,2.8996363,34.25576,3,0.085714288,0.085714288,43,0,22.076622,17.59864,14.137828,15.507708,14.740238,10.206276,6.4367046,8.1455784,0.77161252,-0.85771769,-0.45350367,0.0020322,2.8532755,-0.92513222,-0.33660901,0.006492105,2.9170635,-0.52129501,-0.1910179,0.17320184,3.1326318,10.480722,11.495535,7.8631496,0.5416286,2.4539554,-4.9577627,9.8594627,11.463188,0.95764285,9.4958458,5.978735,2.0440292,2.7033873,22.775511,8.3404961,3.5848193,17.348936,6.2917242,2.6850088,3.5211201,2.0409999,-3.9270401,11.218434,25,0,2.658581,-2.658581,0.11246642,0.14068919,79.685043,90.823875,0,0,20.648346,27.65803,0,104.19831,18.747677,0,0,5.6825762,27.133842,18.038837,0.7474339,0.44267428,0.12952907,0.2525661,0.55732572,0.12303704,293.4549,173.80124,50.855255,99.161629,218.81529,48.306377,0.46153846,0.85714287,392.61655,0,392.61655,0,7,1,5,0,0,0.29032257,2.2260001,50.770454,36.038406,58.724319,20.926258,9.1278973,72.165527,0,78.046585,18.868406,75.448601,11.29616,58.724319,73.804611,0,20.742476,7.4738488,126.3203,33.930508,99.120392,1
