NO.,IDW,MIDW,W,ID,HV,HD,IC,O,Iorb,Oorb,M1,M2,IC0,IC1,IC2,IC3,IC4,IC5,IC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,S0,S1,S2,S3,S4,S5,S6,SC3,SC4,SC5,SC6,SCH3,SCH4,SCH5,SCH6,SPC4,SPC5,SPC6,B0,B1,B2,B3,B4,B5,B6,BC3,BC4,BC5,BC6,BCH3,BCH4,BCY5,BCH6,BPC4,BPC5,BPC6,V0,V1,V2,V3,V4,V5,V6,VC3,VC4,VC5,VC6,VCH3,VCH4,VCH5,VCH6,VPC4,VPC5,VPC6,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
151,6422.595,7.152,898,4.188,3.278,3.929,2.65,4,4.248,2,82,88,1.74,3.321,4.365,4.708,4.765,4.765,4.765,0.339,0.647,0.851,0.918,0.929,0.929,0.929,3.389,1.809,0.764,0.422,0.364,0.364,0.364,13.924,9.274,7.103,5.37,4.088,2.811,1.588,0.606,0,0.118,0,0,0,0,0.083,1.453,2.022,2.37,12.414,7.461,5.206,3.564,2.443,1.524,0.861,0.391,0,0.059,0,0,0,0,0.028,0.837,1.033,1.076,13.091,7.84,5.462,3.811,2.689,1.732,1.043,0.418,0,0.09,0,0,0,0,0.022,0.941,1.289,1.493,19,19,22,25,27,27,21,18,18,19,19
152,6268.636,7.14,878,4.196,3.261,3.915,2.65,4,4.143,2,90,100,1.84,3.156,4.25,4.688,4.75,4.75,4.75,0.368,0.631,0.85,0.938,0.95,0.95,0.95,3.16,1.844,0.75,0.313,0.25,0.25,0.25,13.502,9.271,7.741,5.986,4.794,3.181,1.796,0.84,0,0.204,0,0,0,0.118,0.253,1.872,2.797,3.292,11.516,6.968,5.022,3.476,2.434,1.484,0.843,0.396,0,0.059,0,0,0,0.048,0.088,0.787,1.035,1.059,10.968,6.902,4.841,3.383,2.283,1.437,0.863,0.249,0,0.025,0,0,0,0.037,0.06,0.538,0.683,0.681,19,20,25,30,35,33,27,24,24,25,27
153,14304.544,8.1,1766,4.546,3.307,4.425,2.738,4,4.47,2,136,157,1.594,2.825,3.686,4.383,4.723,4.723,4.723,0.278,0.493,0.643,0.765,0.824,0.824,0.824,4.134,2.903,2.042,1.345,1.005,1.005,1.005,19.698,11.927,12.449,8.913,6.966,4.639,2.883,3.702,0.454,0.825,0.102,0,0,0.118,0.207,6.066,9.121,12.514,17.869,9.669,9.436,5.921,4.254,2.514,1.435,2.94,0.427,0.404,0.059,0,0,0.048,0.076,3.929,5.78,7.138,17.322,9.399,10.026,5.897,4.626,2.381,1.385,3.91,0.739,0.376,0.079,0,0,0.037,0.051,4.328,7.282,8.481,26,27,41,48,58,61,60,60,48,49,43
154,2546.57,6.48,393,3.843,2.86,3.604,2.322,4,3.507,2,74,83,1.666,3.159,3.509,3.814,3.924,3.924,3.924,0.359,0.68,0.756,0.821,0.845,0.845,0.845,2.978,1.485,1.135,0.83,0.72,0.72,0.72,10.673,7.254,6.467,4.703,4.028,2.814,1.742,0.946,0,0.083,0,0,0,0.118,0.253,1.537,2.515,3.084,9.196,5.226,4.021,2.34,1.695,0.983,0.524,0.552,0,0.028,0,0,0,0.048,0.084,0.675,0.924,0.931,8.738,5.241,3.755,2.521,1.883,1.088,0.583,0.345,0,0.022,0,0,0,0.079,0.107,0.598,0.9,0.945,15,16,21,25,32,34,33,34,28,24,18
155,3116.105,6.673,467,3.918,2.886,3.703,2.311,3,3.875,2,80,90,1.685,3.278,3.81,4.31,4.31,4.31,4.31,0.354,0.689,0.801,0.907,0.907,0.907,0.907,3.07,1.477,0.945,0.444,0.444,0.444,0.444,11.544,7.648,7.101,5.03,4.332,3.041,1.99,1.234,0,0.083,0,0,0,0.118,0.235,1.886,3.011,3.814,10.119,5.637,4.524,2.584,1.889,1.115,0.627,0.718,0,0.028,0,0,0,0.048,0.08,0.848,1.14,1.205,9.238,5.44,4.014,2.634,1.972,1.136,0.642,0.441,0,0.022,0,0,0,0.079,0.103,0.695,1.019,1.08,16,17,23,27,35,38,38,39,34,30,24
156,5545.173,7.174,773,4.159,3.124,3.959,2.524,3,4.143,2,94,105,1.79,3.575,4.289,4.539,4.539,4.539,4.539,0.358,0.715,0.858,0.908,0.908,0.908,0.908,3.21,1.425,0.711,0.461,0.461,0.461,0.461,13.828,9.042,8.491,5.681,5.064,3.55,2.473,1.558,0,0.083,0,0,0,0.118,0.235,2.131,3.564,4.425,12.033,6.697,5.489,2.999,2.274,1.339,0.805,0.919,0,0.028,0,0,0,0.048,0.08,0.979,1.38,1.428,11.069,6.355,4.651,2.93,2.233,1.295,0.762,0.53,0,0.022,0,0,0,0.079,0.103,0.774,1.163,1.229,19,20,27,31,41,45,48,52,49,46,42
157,9016.137,7.602,1186,4.382,3.325,4.176,2.777,3,4.369,2,106,119,1.686,3.628,4.482,4.76,4.76,4.76,4.76,0.326,0.702,0.867,0.921,0.921,0.921,0.921,3.484,1.542,0.688,0.41,0.41,0.41,0.41,15.949,10.618,9.16,6.818,5.766,4.149,2.777,1.354,0,0.083,0,0,0,0.118,0.235,2.362,3.818,4.908,13.688,7.771,5.855,3.666,2.583,1.585,0.911,0.814,0,0.028,0,0,0,0.048,0.08,1.143,1.516,1.632,12.555,7.072,4.905,3.271,2.363,1.401,0.803,0.484,0,0.022,0,0,0,0.079,0.103,0.835,1.199,1.297,22,23,30,36,46,51,54,60,60,60,57
158,661.616,5.293,125,3.209,2.389,2.999,1.895,2,3.122,1,46,49,1.747,3.17,3.35,3.35,3.35,3.35,3.35,0.419,0.76,0.803,0.803,0.803,0.803,0.803,2.423,1,0.82,0.82,0.82,0.82,0.82,7.56,4.682,4.414,2.608,2.206,1.181,0.629,0.901,0,0,0,0,0,0.118,0.201,0.987,1.56,1.332,6.809,3.565,2.943,1.388,1.01,0.469,0.231,0.552,0,0,0,0,0,0.048,0.076,0.476,0.639,0.47,6.351,3.58,2.645,1.684,1.187,0.507,0.166,0.326,0,0,0,0,0,0.079,0.114,0.453,0.632,0.406,10,10,13,13,16,12,9,6,0,0,0
159,5192.657,7.407,701,4.078,2.526,4.109,1.861,5,3.622,3,108,128,1.313,2.282,2.645,3.657,3.696,3.814,3.814,0.231,0.402,0.466,0.645,0.652,0.672,0.672,4.36,3.39,3.027,2.016,1.976,1.859,1.859,16.094,8.703,10.524,6.419,6.441,2.542,1.572,4.453,0.744,1.158,0.254,0,0,0.079,0.275,6.006,13.956,19.526,15.655,7.943,9.378,5.067,5.22,1.529,0.923,4.098,0.722,0.904,0.222,0,0,0.036,0.126,4.829,11.775,15.481,14.48,7.126,7.394,3.893,3.563,1.028,0.595,2.686,0.37,0.576,0.114,0,0,0.024,0.083,3.311,7.136,8.696,20,20,34,40,56,41,41,35,26,6,0
160,11591.131,8.016,1446,4.433,2.99,4.394,2.355,4,4.294,2,130,151,1.459,2.808,3.554,4.278,4.529,4.529,4.529,0.249,0.479,0.607,0.73,0.773,0.773,0.773,4.399,3.05,2.304,1.58,1.329,1.329,1.329,19.793,11.097,12.532,7.972,7.278,3.361,1.58,4.719,0.744,1.339,0.304,0,0,0,0.068,6.775,14.003,20.228,19.171,10.159,11.313,6.631,6.084,2.367,0.971,4.476,0.744,1.201,0.304,0,0,0,0.024,5.973,12.693,18.077,16.891,8.681,8.82,4.85,3.879,1.518,0.596,3.073,0.427,0.825,0.198,0,0,0,0.012,4.129,7.476,10.127,25,25,40,46,59,45,36,41,36,37,33
161,8612.069,7.437,1158,4.345,3.424,4.079,2.939,3,4.202,2,98,106,1.391,2.574,4.134,4.815,4.815,4.815,4.815,0.25,0.463,0.744,0.867,0.867,0.867,0.867,4.164,2.981,1.42,0.739,0.739,0.739,0.739,14.916,10.237,8.67,6.177,4.935,3.823,2.308,1.021,0,0,0,0,0,0,0.185,1.482,2.153,2.754,13.872,8.96,7.046,4.81,3.569,2.579,1.397,0.69,0,0,0,0,0,0,0.13,0.973,1.31,1.545,12.937,7.924,5.669,3.717,2.636,1.84,0.885,0.446,0,0,0,0,0,0,0.107,0.676,0.926,1.09,21,22,27,30,36,42,38,40,44,42,41
162,17390.021,8.051,2160,4.669,3.705,4.376,3.123,4,4.393,2,126,140,1.371,2.516,3.99,4.889,5.051,5.051,5.051,0.238,0.437,0.693,0.85,0.878,0.878,0.878,4.384,3.239,1.765,0.866,0.704,0.704,0.704,18.029,12.81,10.652,8.509,6.788,5.277,3.02,1.015,0,0.118,0,0,0,0,0.287,2.213,3.274,4.282,16.259,10.621,8.058,5.867,4.299,3.086,1.642,0.648,0,0.042,0,0,0,0,0.162,1.243,1.694,2.018,15.324,9.585,6.808,4.665,3.265,2.262,1.076,0.478,0,0.017,0,0,0,0,0.139,0.871,1.176,1.371,26,28,35,42,50,58,50,52,54,54,55
163,4931.025,7.004,704,4.136,3.203,3.869,2.711,3,3.948,2,84,92,1.342,2.41,3.906,4.626,4.626,4.626,4.626,0.25,0.45,0.729,0.863,0.863,0.863,0.863,4.016,2.948,1.451,0.732,0.732,0.732,0.732,12.632,8.881,7.134,5.499,4.456,3.475,2.104,0.612,0,0,0,0,0,0,0.185,1.193,1.949,2.61,11.958,7.96,5.985,4.31,3.216,2.314,1.244,0.44,0,0,0,0,0,0,0.13,0.796,1.185,1.457,10.976,6.933,4.91,3.324,2.364,1.676,0.812,0.344,0,0,0,0,0,0,0.107,0.604,0.875,1.053,18,19,23,27,33,39,35,36,38,35,32
164,13454.49,7.818,1721,4.565,3.616,4.261,3.074,4,4.418,2,116,128,1.367,2.577,4.189,5.045,5.084,5.084,5.084,0.241,0.454,0.738,0.889,0.896,0.896,0.896,4.305,3.095,1.483,0.627,0.588,0.588,0.588,16.452,11.899,9.78,7.732,6.291,4.963,2.825,0.816,0,0,0,0,0,0,0.287,1.626,2.562,3.331,15.052,10.017,7.574,5.514,4.116,2.995,1.6,0.558,0,0,0,0,0,0,0.162,1.015,1.458,1.741,14.285,8.99,6.328,4.314,3.055,2.139,1.026,0.409,0,0,0,0,0,0,0.132,0.724,1.024,1.209,24,26,32,38,46,54,46,48,52,52,53
165,11673.623,7.695,1517,4.503,3.537,4.201,2.968,3,4.35,2,112,124,1.504,2.792,4.293,4.96,4.96,4.96,4.96,0.269,0.5,0.769,0.888,0.888,0.888,0.888,4.081,2.792,1.292,0.625,0.625,0.625,0.625,15.744,11.399,9.427,7.482,6.115,4.351,2.681,0.816,0,0,0,0,0,0.144,0.287,1.626,2.562,3.043,14.474,9.684,7.382,5.403,4.052,2.803,1.555,0.558,0,0,0,0,0,0.056,0.169,1.015,1.458,1.65,14.355,9.355,6.845,4.783,3.435,2.174,1.114,0.481,0,0,0,0,0,0.091,0.152,0.859,1.192,1.278,23,25,31,37,45,48,44,46,50,50,51
166,19450.486,8.155,2385,4.731,3.72,4.425,3.134,4,4.607,3,138,157,1.436,2.751,4.222,5.111,5.199,5.199,5.199,0.249,0.478,0.734,0.888,0.903,0.903,0.903,4.319,3.004,1.532,0.644,0.556,0.556,0.556,18.313,13.365,11.418,9.346,7.909,6.259,3.912,1.15,0,0.083,0,0,0,0.096,0.473,2.473,4.072,5.427,16.572,10.995,8.462,6.225,4.716,3.409,1.907,0.706,0,0.025,0,0,0,0.037,0.223,1.321,1.929,2.309,15.663,9.872,7.062,4.876,3.482,2.407,1.194,0.505,0,0.014,0,0,0,0.021,0.17,0.922,1.301,1.514,27,30,39,49,63,74,69,73,79,70,73
167,33873.988,8.637,3922,4.947,3.954,4.667,3.421,6,4.938,4,164,187,1.569,3.158,4.615,5.2,5.315,5.382,5.416,0.267,0.537,0.785,0.884,0.903,0.915,0.921,4.313,2.724,1.268,0.682,0.568,0.5,0.466,22.338,15.564,13.949,10.919,9.16,7.154,4.791,1.96,0,0.201,0,0,0,0.118,0.386,3.698,5.716,7.767,19.812,12.272,9.786,6.479,4.766,3.262,2.036,1.258,0,0.066,0,0,0,0.048,0.144,1.822,2.467,2.862,19.214,11.793,9.082,5.986,4.216,2.891,1.763,0.959,0,0.046,0,0,0,0.031,0.113,1.388,1.809,2.106,32,35,47,58,74,88,88,96,104,113,113
168,23359.563,8.243,2834,4.752,3.893,4.465,3.387,4,4.736,3,138,153,1.539,3.181,4.784,5.197,5.232,5.232,5.232,0.264,0.545,0.82,0.891,0.897,0.897,0.897,4.294,2.652,1.049,0.636,0.601,0.601,0.601,19.769,13.581,12.061,8.948,7.156,5.544,3.496,1.718,0,0,0,0,0,0.118,0.333,2.677,3.834,4.76,18.137,11.241,9.082,5.847,4.194,2.949,1.793,1.217,0,0,0,0,0,0.048,0.137,1.542,1.967,2.193,17.651,10.651,8.24,5.164,3.529,2.42,1.452,0.918,0,0,0,0,0,0.031,0.089,1.102,1.348,1.488,28,30,39,45,55,63,59,62,62,62,67
169,2400.755,6.506,369,3.82,2.749,3.625,2.206,3,3.774,2,76,87,1.543,3.219,3.873,3.95,3.95,3.95,3.95,0.328,0.685,0.824,0.84,0.84,0.84,0.84,3.157,1.482,0.827,0.75,0.75,0.75,0.75,10.836,7.165,6.609,5.1,3.98,2.979,1.811,1.122,0,0.25,0,0,0,0.118,0.269,2.289,2.939,3.953,9.619,5.503,4.457,2.796,1.82,1.175,0.619,0.718,0,0.124,0,0,0,0.048,0.1,1.181,1.209,1.392,8.545,4.432,3.291,1.93,1.176,0.725,0.353,0.472,0,0.074,0,0,0,0.022,0.046,0.731,0.699,0.786,15,16,22,27,33,37,35,35,31,25,15
170,1296.496,6.145,211,3.574,2.276,3.463,0.996,4,3.7,3,70,86,1.857,2.939,3.446,3.546,3.846,3.846,3.846,0.43,0.68,0.797,0.821,0.89,0.89,0.89,2.465,1.383,0.875,0.775,0.475,0.475,0.475,9.585,6.126,5.695,5.464,4.06,2.704,1.745,1.042,0,0.546,0,0,0,0.118,0.173,3.287,5.072,7.654,8.301,4.761,3.938,3.297,2.136,1.258,0.706,0.664,0,0.264,0,0,0,0.048,0.073,1.798,2.403,3.171,7.183,3.661,2.752,1.977,1.218,0.634,0.32,0.416,0,0.11,0,0,0,0.029,0.04,0.914,1.122,1.297,13,14,21,30,37,40,39,30,24,12,3
171,12297.725,8.001,1537,4.606,3.241,4.38,2.588,4,4.484,3,132,156,1.389,2.708,4.404,5.055,5.187,5.187,5.187,0.245,0.477,0.776,0.891,0.914,0.914,0.914,4.283,2.965,1.268,0.618,0.485,0.485,0.485,17.062,12.348,10.544,9.304,7.977,6.425,4.264,1.143,0,0.272,0,0,0,0.118,0.392,3.158,5.428,8.202,15.767,10.533,8.2,6.697,5.33,3.965,2.484,0.791,0,0.17,0,0,0,0.088,0.231,2.076,3.323,4.645,14.755,9.192,6.845,5.242,3.966,2.818,1.599,0.621,0,0.099,0,0,0,0.051,0.167,1.469,2.235,2.94,25,28,38,52,69,84,86,96,103,104,110
172,6742.379,7.321,921,4.255,3.244,4.025,2.684,7,4.322,5,96,107,1.222,2.369,3.618,4.291,4.481,4.624,4.815,0.227,0.439,0.671,0.796,0.831,0.858,0.893,4.171,3.024,1.775,1.102,0.911,0.768,0.578,14.372,9.707,8.19,6.409,5.209,3.869,2.367,1.105,0,0,0,0,0,0,0.167,2.026,3.205,4.025,12.817,7.549,5.44,3.655,2.52,1.603,0.884,0.654,0,0,0,0,0,0,0.056,1.031,1.392,1.506,12.48,7.211,4.9,3.276,2.145,1.326,0.662,0.505,0,0,0,0,0,0,0.056,0.85,1.082,1.128,20,21,27,32,39,44,40,38,36,34,35
173,1836.492,6.311,291,3.714,2.627,3.536,2.156,4,3.807,4,72,85,1.749,3.321,4.002,4.176,4.263,4.263,4.263,0.387,0.734,0.885,0.923,0.942,0.942,0.942,2.775,1.202,0.522,0.348,0.261,0.261,0.261,10.129,6.72,5.976,5.069,4.019,3.199,2.16,0.941,0,0.303,0,0,0,0.096,0.26,2.418,3.41,5.124,9.166,5.284,4.008,2.851,1.874,1.29,0.766,0.523,0,0.131,0,0,0,0.037,0.087,1.164,1.342,1.761,8.847,4.919,3.711,2.659,1.626,1.123,0.633,0.534,0,0.145,0,0,0,0.026,0.07,1.203,1.268,1.658,14,15,21,28,36,43,43,40,34,19,10
174,6817.569,7.492,910,4.334,3.038,4.133,2.529,3,4.297,2,118,143,1.596,3.502,4.683,4.875,4.875,4.875,4.875,0.302,0.663,0.886,0.922,0.922,0.922,0.922,3.689,1.784,0.603,0.41,0.41,0.41,0.41,14.397,10.242,9.432,7.727,6.711,5.215,4.115,1.439,0,0.247,0,0.289,0.204,0.332,0.537,3.107,5.39,8.147,13.174,8.525,7.088,5.008,3.724,2.543,1.775,0.958,0,0.098,0,0.289,0.204,0.218,0.282,1.68,2.489,3.233,11.567,7.237,5.711,3.711,2.611,1.61,0.999,0.69,0,0.066,0,0.289,0.144,0.177,0.209,1.159,1.59,1.859,21,24,35,46,64,79,95,105,120,122,111
175,12313.719,7.853,1568,4.475,3.441,4.306,2.959,3,4.502,2,110,120,1.476,3.069,4.474,5.027,5.027,5.027,5.027,0.259,0.538,0.785,0.882,0.882,0.882,0.882,4.224,2.632,1.226,0.673,0.673,0.673,0.673,18.113,11.329,10.13,6.797,5.189,4.029,2.502,1.826,0,0.204,0,0,0,0,0.068,2.869,3.851,5.554,16.751,9.773,8.064,4.835,3.244,2.346,1.274,1.343,0,0.08,0,0,0,0,0.024,1.78,2.002,2.623,14.887,8.321,6.093,3.313,2.076,1.353,0.682,0.806,0,0.046,0,0,0,0,0.024,0.998,1.062,1.274,24,24,31,34,40,47,46,50,47,44,37
176,3025.555,6.679,453,3.918,2.837,3.716,2.281,3,4,1,80,93,1.851,3.777,4.31,4.459,4.459,4.459,4.459,0.389,0.794,0.907,0.938,0.938,0.938,0.938,2.904,0.978,0.444,0.296,0.296,0.296,0.296,11.544,7.72,6.715,5.384,4.643,3.369,2.461,0.963,0,0.22,0,0,0,0.096,0.247,2.171,3.776,5.53,10.475,6.359,4.901,3.436,2.572,1.682,1.1,0.569,0,0.091,0,0,0,0.042,0.105,1.094,1.671,2.189,8.342,4.544,3.018,1.898,1.238,0.73,0.383,0.3,0,0.042,0,0,0,0.026,0.059,0.555,0.72,0.813,16,17,23,30,40,46,48,45,44,32,20
177,4733.49,7.002,676,4.096,3.157,3.872,2.684,4,4.17,3,88,100,1.779,3.223,4.304,4.515,4.578,4.578,4.578,0.356,0.645,0.861,0.903,0.916,0.916,0.916,3.221,1.777,0.696,0.485,0.422,0.422,0.422,12.958,8.724,7.428,5.919,4.659,3.693,2.603,1.03,0,0.083,0,0,0,0.096,0.272,2.093,3.178,4.324,11.572,6.981,5.093,3.479,2.25,1.549,0.928,0.561,0,0.025,0,0,0,0.037,0.09,0.967,1.211,1.421,11.082,6.634,4.831,3.471,2.247,1.59,0.941,0.425,0,0.017,0,0,0,0.025,0.065,0.768,1.002,1.232,18,19,25,31,40,48,52,59,60,48,41
178,700.997,5.653,124,3.383,2.029,3.201,0.946,3,2.163,1,68,82,1.139,1.919,2.52,2.949,2.949,2.949,2.949,0.237,0.399,0.524,0.613,0.613,0.613,0.613,3.668,2.888,2.287,1.859,1.859,1.859,1.859,7.475,5.235,5.728,4.344,4.544,3.438,2.673,1.539,0.177,0,0,0,0,0,0.245,2.186,4.688,6.393,7.475,5.235,5.728,4.344,4.544,3.438,2.673,1.539,0.177,0,0,0,0,0,0.245,2.186,4.688,6.393,7.052,5.024,5.28,4.086,4.178,3.226,2.375,1.222,0.102,0,0,0,0,0,0.245,1.819,3.805,5.205,11,13,21,27,42,54,60,54,48,0,0
179,667.276,5.296,126,3.246,2.417,2.999,1.895,4,2.922,2,44,46,1.192,2.277,3.344,3.675,3.795,3.795,3.795,0.263,0.503,0.739,0.812,0.839,0.839,0.839,3.332,2.246,1.179,0.848,0.728,0.728,0.728,7.397,4.788,4.134,2.529,2.09,1.455,0.596,0.612,0,0,0,0,0,0,0.102,0.642,1.042,1.152,6.671,3.827,3.084,1.487,1.085,0.622,0.248,0.526,0,0,0,0,0,0,0.032,0.408,0.568,0.52,6.249,3.583,2.667,1.401,0.986,0.564,0.215,0.354,0,0,0,0,0,0,0.032,0.322,0.44,0.401,10,10,12,12,14,14,8,6,4,0,0
180,1508.318,5.779,261,3.459,2.876,3.224,2.252,3,3.418,2,48,46,1.904,3.024,3.81,4.162,4.162,4.162,4.162,0.4,0.636,0.801,0.875,0.875,0.875,0.875,2.851,1.731,0.945,0.593,0.593,0.593,0.593,9.45,5.561,5.078,2.28,1.436,0.89,0.541,1.561,0.354,0,0,0,0,0,0,0.75,0.78,0.552,9.104,5.234,4.427,2.117,1.32,0.808,0.483,1.08,0.224,0,0,0,0,0,0,0.54,0.54,0.382,8.482,6.872,6.065,3.376,2.05,1.139,0.743,1.038,0.134,0,0,0,0,0,0,0.657,0.559,0.299,12,11,13,9,8,7,6,5,4,3,0
181,48944.195,9.4,5207,5.192,3.499,5.108,2.915,5,5.322,3,206,247,1.662,3.2,4.553,5.638,6.101,6.158,6.158,0.261,0.502,0.714,0.884,0.957,0.966,0.966,4.713,3.175,1.822,0.737,0.274,0.217,0.217,29.886,18.852,17.093,15.453,11.376,8.674,6.422,3.16,0,1.317,0,0,0,0,0.136,8.938,12.926,19.8,29.516,18.529,16.666,15.006,11.065,8.374,6.184,3.037,0,1.253,0,0,0,0,0.136,8.58,12.53,19.146,21.701,13.065,10.334,7.509,5.067,3.447,2.099,1.492,0,0.299,0,0,0,0,0.098,3.083,3.894,5.036,40,42,61,83,101,128,146,160,184,211,232
182,841.906,5.613,150,3.322,2.284,3.18,1.936,3,3.459,2,52,58,1.722,3.308,3.684,4.059,4.059,4.059,4.059,0.413,0.793,0.883,0.973,0.973,0.973,0.973,2.448,0.862,0.486,0.111,0.111,0.111,0.111,8.431,5.109,4.803,3.354,2.679,1.463,1.044,0.994,0,0.232,0,0,0,0,0.068,1.838,2.723,3.099,7.439,3.842,3.099,1.842,1.292,0.573,0.371,0.56,0,0.093,0,0,0,0,0.024,0.876,1.155,1.113,5.612,2.928,2.082,1.252,0.73,0.389,0.161,0.279,0,0.032,0,0,0,0,0.024,0.432,0.444,0.422,11,11,15,17,19,18,15,5,2,0,0
183,3416.558,6.888,496,3.968,2.798,3.83,2.19,4,4.087,3,88,105,1.807,3.565,4.39,4.707,4.774,4.774,4.774,0.368,0.726,0.895,0.959,0.973,0.973,0.973,3.1,1.342,0.517,0.2,0.133,0.133,0.133,12.577,8.041,7.345,6.395,5.026,3.584,2.412,1.348,0,0.438,0,0,0,0.079,0.326,3.433,5.332,7.61,11.74,7.095,6.134,5.216,3.844,2.577,1.616,1.068,0,0.364,0,0,0,0.079,0.286,2.769,4.086,5.466,8.801,5.014,3.771,2.643,1.729,1.027,0.531,0.519,0,0.094,0,0,0,0.045,0.11,1.034,1.288,1.446,17,18,26,35,44,50,50,45,40,35,22
184,1593.017,6.08,262,3.584,2.602,3.41,1.95,2,3.547,2,60,66,1.753,3.293,3.573,3.573,3.573,3.573,3.573,0.393,0.739,0.801,0.801,0.801,0.801,0.801,2.707,1.166,0.887,0.887,0.887,0.887,0.887,9.845,6.109,5.57,3.689,2.849,1.744,1.07,1.044,0,0.204,0,0,0,0.118,0.151,1.727,2.336,2.822,8.671,4.708,3.778,1.97,1.264,0.679,0.372,0.666,0,0.075,0,0,0,0.048,0.052,0.817,0.877,0.904,7.299,3.474,2.447,1.13,0.639,0.281,0.134,0.365,0,0.024,0,0,0,0.029,0.027,0.381,0.358,0.293,13,13,17,19,22,19,17,13,7,4,4
185,37926.246,9.25,4100,5.12,3.385,5.031,2.842,5,5.248,3,216,270,1.551,3.486,4.98,5.614,5.704,5.734,5.734,0.256,0.575,0.821,0.926,0.94,0.945,0.945,4.515,2.58,1.086,0.452,0.362,0.332,0.332,27.679,17.89,17.537,15.818,13.371,11.364,8.673,3.779,0.144,1.606,0.144,0,0,0,0.246,10.012,16.089,27.893,25.483,15.221,13.848,11.47,8.753,6.718,4.871,2.867,0.125,0.966,0.088,0,0,0,0.147,6.78,9.728,14.794,21.056,12.242,10.135,7.798,5.659,4.108,2.733,1.7,0.056,0.397,0.023,0,0,0,0.123,3.668,5.028,7.035,38,42,66,96,135,190,239,300,375,472,546
186,20933.35,8.766,2388,4.842,3.076,4.791,2.526,4,4.938,3,184,236,1.757,3.893,4.952,5.284,5.322,5.322,5.322,0.307,0.68,0.865,0.923,0.929,0.929,0.929,3.971,1.835,0.776,0.444,0.406,0.406,0.406,23.859,14.85,14.933,13.487,12.26,9.809,7.34,3.454,0.096,1.683,0.15,0,0,0,0.164,9.491,17.643,31.973,21.87,12.425,11.532,9.562,8.004,6.061,4.245,2.499,0.072,1.029,0.091,0,0,0,0.092,6.276,10.705,18.101,17.79,10.072,8.876,6.973,5.518,4.175,2.827,1.679,0.032,0.525,0.027,0,0,0,0.092,3.825,5.952,9.339,32,35,57,87,127,176,219,268,329,393,437
187,5317.99,7.396,719,4.248,2.718,4.1,2.133,4,4.122,2,106,125,1.707,2.826,3.744,4.454,4.632,4.632,4.632,0.345,0.57,0.756,0.899,0.935,0.935,0.935,3.247,2.128,1.21,0.5,0.323,0.323,0.323,14.113,9.648,8.871,7.135,6.412,5.301,3.688,1.394,0,0.248,0,0,0,0,0.17,2.886,5.256,8.669,12.025,7.136,5.808,4.071,3.18,2.325,1.47,0.842,0,0.115,0,0,0,0,0.056,1.503,2.339,3.369,11.224,6.502,4.888,3.285,2.367,1.692,0.973,0.593,0,0.07,0,0,0,0,0.056,1.038,1.492,2.075,20,22,31,41,57,74,81,86,85,80,77
188,4652.359,7.235,643,4.189,2.742,4.013,2.149,4,4.037,2,100,117,1.618,2.933,3.815,4.482,4.574,4.574,4.574,0.33,0.598,0.777,0.913,0.932,0.932,0.932,3.289,1.974,1.092,0.425,0.333,0.333,0.333,13.242,9.237,8.322,6.813,5.778,5.077,3.485,1.183,0,0.192,0,0,0,0,0.17,2.529,4.166,6.953,11.317,6.76,5.275,3.676,2.684,2.045,1.245,0.673,0,0.074,0,0,0,0,0.056,1.195,1.684,2.43,10.815,6.313,4.705,3.174,2.262,1.652,0.938,0.545,0,0.056,0,0,0,0,0.056,0.949,1.317,1.825,19,21,29,38,51,68,73,77,77,73,72
189,4864.82,7.218,674,4.207,2.848,4.005,2.215,4,3.616,3,98,116,1.397,2.521,3.73,4.27,4.378,4.378,4.378,0.268,0.484,0.716,0.82,0.84,0.84,0.84,3.812,2.689,1.48,0.939,0.831,0.831,0.831,13.079,9.398,7.812,6.782,5.95,5.183,3.631,0.742,0,0.247,0,0,0,0,0.212,2.229,4.147,7.174,11.732,7.555,5.623,4.338,3.352,2.541,1.651,0.473,0,0.127,0,0,0,0,0.081,1.259,2.067,3.146,11.912,7.496,5.73,4.471,3.532,2.719,1.772,0.562,0,0.137,0,0,0,0,0.09,1.432,2.361,3.626,19,21,28,39,54,73,78,88,94,94,72
190,5294.277,7.193,736,4.14,2.948,3.968,2.234,6,3.616,4,96,108,1.756,2.646,3.244,3.565,3.908,4.079,4.136,0.342,0.516,0.633,0.695,0.762,0.795,0.806,3.373,2.483,1.885,1.564,1.222,1.05,0.993,13.991,8.936,8.674,6.001,5.498,3.642,2.449,1.761,0,0.118,0,0,0,0,0.136,2.633,4.573,5.829,12.51,7.603,7.009,4.766,3.985,2.642,1.604,1.314,0,0.118,0,0,0,0,0.102,2.004,3.08,3.875,10.64,6.056,4.866,3.131,2.286,1.401,0.719,0.758,0,0.091,0,0,0,0,0.056,1.212,1.577,1.84,19,20,28,32,42,46,44,38,36,40,32
