Structure,Source File,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm,job name,Molecular weight,Num aliphatic rings,Num aromatic rings,Num atoms,Num chiral centers,Num heavy atoms,Num heteroaromatic rings,Num molecules,Num negative atoms,Num positive atoms,Num residues,Num rings,Num rotatable bonds,Percent helix,Percent loop,Percent strand,Total charge,Atom Count,Atoms in Ring System,Bond Count,Bonds in Ring System,Centralization,Cyclomatic number,Eccentric connectivity,Eccentricity,First Zagreb,Gutman Molecular Topological,Number of ring systems,Polarity,Quadratic,Ramification,Ring Count 10,Ring Count 11,Ring Count 12,Ring Count 13,Ring Count 14,Ring Count 15,Ring Count 16,Ring Count 17,Ring Count 18,Ring Count 19,Ring Count 20,Ring Count 3,Ring Count 4,Ring Count 5,Ring Count 6,Ring Count 7,Ring Count 8,Ring Count 9,Ring bridge count,Ring perimeter,Schultz Molecular Topological,Second Zagreb,Sum of topological distances between Br..Br,Sum of topological distances between Br..I,Sum of topological distances between Cl..Br,Sum of topological distances between Cl..Cl,Sum of topological distances between Cl..I,Sum of topological distances between F..Br,Sum of topological distances between F..Cl,Sum of topological distances between F..F,Sum of topological distances between F..I,Sum of topological distances between I..I,Sum of topological distances between N..Br,Sum of topological distances between N..Cl,Sum of topological distances between N..F,Sum of topological distances between N..I,Sum of topological distances between N..N,Sum of topological distances between N..O,Sum of topological distances between N..P,Sum of topological distances between N..S,Sum of topological distances between O..Br,Sum of topological distances between O..Cl,Sum of topological distances between O..F,Sum of topological distances between O..I,Sum of topological distances between O..O,Sum of topological distances between O..P,Sum of topological distances between O..S,Sum of topological distances between P..Br,Sum of topological distances between P..Cl,Sum of topological distances between P..F,Sum of topological distances between P..I,Sum of topological distances between P..P,Sum of topological distances between S..Br,Sum of topological distances between S..Cl,Sum of topological distances between S..F,Sum of topological distances between S..I,Sum of topological distances between S..P,Sum of topological distances between S..S,Topological diameter,Topological radius,Unipolarity,Variation,Wiener,1-path Kier alpha-modified shape index,2-path Kier alpha-modified shape index,3-path Kier alpha-modified shape index,ALOGP1,ALOGP10,ALOGP2,ALOGP3,ALOGP4,ALOGP5,ALOGP6,ALOGP7,ALOGP8,ALOGP9,Average connectivity index chi-0,Average connectivity index chi-1,Average connectivity index chi-2,Average connectivity index chi-3,Average connectivity index chi-4,Average connectivity index chi-5,Average eccentricity,Average valence connectivity index chi-0,Average valence connectivity index chi-1,Average valence connectivity index chi-2,Average valence connectivity index chi-3,Average valence connectivity index chi-4,Average valence connectivity index chi-5,Average vertex distance degree,Balaban-type index from Z weighted distance matrix - Barysz matrix,Balaban-type index from electronegativity weighted distance matrix,Balaban-type index from mass weighted distance matrix,Balaban-type index from polarizability weighted distance matrix,Balaban-type index from van der waals weighted distance matrix,Balaban centric,Balaban distance connectivity index,Connectivity chi-1 [Randic connectivity],Connectivity index chi-0,Connectivity index chi-2,Connectivity index chi-3,Connectivity index chi-4,Connectivity index chi-5,E-state topological parameter,Eccentric,First Mohar,First Zagreb index by valence vertex degrees,Global topological charge,Gutman MTI by valence vertex degrees,Harary,Hyper-distance-path index,Kier Hall electronegativity,Kier benzene-likeliness index,Kier flexibility,Log of product of row sums,Lopping centric,MR1,MR2,MR3,MR4,MR5,MR6,MR7,MR8,Maximal electrotopological negative variation,Maximal electrotopological positive variation,Mean Distance Degree Deviation,Mean Square Distance Balaban,Mean Wiener,Mean topological charge index of order 1,Mean topological charge index of order 10,Mean topological charge index of order 2,Mean topological charge index of order 3,Mean topological charge index of order 4,Mean topological charge index of order 5,Mean topological charge index of order 6,Mean topological charge index of order 7,Mean topological charge index of order 8,Mean topological charge index of order 9,Modified Randic connectivity,Molecular electrotopological variation,Molecule cyclized degree,Narumi Geometric Topological,Narumi Harmonic Topological,Narumi Simple Topological,Normalized number of ring systems,PEOE1,PEOE10,PEOE11,PEOE12,PEOE13,PEOE14,PEOE2,PEOE3,PEOE4,PEOE5,PEOE6,PEOE7,PEOE8,PEOE9,Petitjean 2D shape,Pogliani,Quasi Wiener,Radial centric,Reciprocal hyper-distance-path index,Ring Fusion degree,Ring Fusion density,Ring complexity index,Schultz Molecular Topological by valence vertex degrees,Second Mohar,Second Zagreb index by valence vertex degrees,Solvation connectivity index chi-0,Solvation connectivity index chi-1,Solvation connectivity index chi-2,Solvation connectivity index chi-3,Solvation connectivity index chi-4,Solvation connectivity index chi-5,Spanning tree number,Square reciprocal distance sum,Superpendentic,Topological charge index of order 1,Topological charge index of order 10,Topological charge index of order 2,Topological charge index of order 3,Topological charge index of order 4,Topological charge index of order 5,Topological charge index of order 6,Topological charge index of order 7,Topological charge index of order 8,Topological charge index of order 9,Total structure connectivity,Valence connectivity index chi-0,Valence connectivity index chi-1,Valence connectivity index chi-2,Valence connectivity index chi-3,Valence connectivity index chi-4,Valence connectivity index chi-5,Van der Waals surface area,Wiener-type index from Z weighted distance matrix - Barysz matrix,Wiener-type index from electronegativity weighted distance matrix,Wiener-type index from mass weighted distance matrix,Wiener-type index from polarizability weighted distance matrix,Wiener-type index from van der waals weighted distance matrix,Xu,path/walk 2 - Randic shape index,path/walk 3 - Randic shape index,path/walk 4 - Randic shape index,path/walk 5 - Randic shape index,reciprocal distance Randic-type index,reciprocal distance square Randic-type index,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,ChiralCenterCountAllPossible,RingCount,Estate,MR,Polar
,1 hydroxymidazolam.mol2,0,0,0,0,0,2,0,0,341.772,0,535.797,91.112,82.704,277.313,84.669,938.142,1,4.2,0,0.0078388,0.8649878,32.755,10.1,15.147,8.647,3.493,-4.597,-5.433,-5.039,1627.866,-0.086,2437.257,-1.875,0,0,2,0.288,3,100,16.645,0,50.41,4,0,0,20,0,17,1,24,0.115354363,,341.77521,1,3,37,0,24,1,1,0,0,1,4,3,0,0,0,0,24,20,27,22,708,4,400,183,132,5417,2,45,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,20,5178,161,0,0,0,0,0,0,7,0,0,0,0,17,18,0,9,12,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,68,67,1170,15.07099679,5.86210631,2.46343741,14.10866419,116.385655,78.12930797,35.61593128,10.79207202,12.86137111,10.38074573,10.55059766,0,16.97040092,0.69505974,0.43281007,0.26912415,0.16752599,0.10458086,0.06727989,7.625,0.555572,0.28984383,0.15133015,0.07620016,0.03975757,0.02150795,97.5,2.20950378,2.18840087,2.21134371,1.7428576,1.82030211,0,1.61184936,11.68587185,16.6814338,10.49584203,9.38145521,8.26188823,6.99710904,39.93611565,1.15625,83.16354822,357.6049383,0.40046252,15334.44444,92.58531746,3667,8.47530864,0.86953149,3.68115772,47.53817743,0,0,0,0,0,0,0,0,305.7947459,2.00531177,6.32861741,16.08333333,4.72581563,4.23913043,0.14814815,0.01234568,0.07977208,0.04799383,0.03876263,0.02117725,0.02377195,0.01423753,0.00912844,0.005125,76.27203804,29.59780723,0.83333333,2.1351848,2,18.20527676,0.5,15.87252925,21.45160082,0,5.01084028,0,0,6.12856106,25.20665056,0,0,46.87189843,44.46912766,11.21681069,129.5667271,1,52.33333333,812.8978225,2.40418348,57.74992785,2,0.2,1.2,8849.493827,2.16152271,366.1111111,17.1814338,11.97454698,10.90409032,9.64364391,8.48130433,7.26812655,7.08506429,47.9372797,10.44139297,4,0.01234568,3.11111111,2.15972222,1.70555556,0.88944444,0.83201814,0.35593821,0.11866969,0.025625,0.00011137,13.33372799,7.82578341,5.90187583,4.26720921,3.14084771,2.23682644,305.7947459,851.8161765,862.6676385,850.8183009,1103.170182,1052.076354,22.40352186,0.58373016,0.36142324,0.21111021,0.12064299,3.427586,216.3897065,341.7667,3.4916,3,1,2,24,0,0,4,58.447,88.5193,43.325
,1-47.mol2,0,1,0,0,0,3,0,1,161.206,0,383.142,90.017,84.407,208.719,0,599.133,2,2.5,0,0.0092277,0.8970582,17.89,6.25,9.606,7.365,0.929,-0.554,-0.954,-4.919,391.175,0.082,198.441,-4.114,0,0,3,-0.408,3,78.784,0,0,43.84,3,0,0,9,0,9,0,12,3.25762948,,161.20812,0,2,23,0,12,2,1,0,0,1,2,3,0,0,0,0,12,9,13,10,82,2,139,66,60,836,1,14,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,9,876,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,26,24,197,7.31889691,2.95555648,1.34670538,26.08537745,56.02510742,26.68147659,44.1255684,21.58414405,-2.74097823,0,5.82630008,0,0,0.69907542,0.45370601,0.29004244,0.18343571,0.12074275,0.08092676,5.5,0.5643952,0.30972078,0.16100132,0.08247087,0.04329397,0.02435624,32.83333333,2.63477715,2.63167327,2.63431478,1.97292572,2.08590777,0,1.85215051,5.89817815,8.38890506,4.93072142,4.03558553,3.50153979,2.58965632,9.9304278,1,9.92997546,144,0.3618673,2018,30.81904762,478,3.5,0.92916234,1.80261776,18.0836947,0,0,0,0,0,0,0,0,177.5869958,0.84337113,1.43311413,5.77777778,3.39116499,2.98484848,0.15384615,0,0.05228758,0.05654762,0.03822222,0.02666667,0.01388889,0.02040816,0,0,36.72578552,5.67909864,0.75,2.08913727,2,8.84101431,0.5,11.03141281,20.25116866,0,0,0,0,0,8.23624965,0,0,8.89382553,24.52702388,59.7256399,44.92167533,0.75,25.5,142.8275862,2,22.66190476,2,0.22222222,1.22222222,1412,2.01097814,159,8.38890506,5.89817815,4.93072142,4.03558553,3.50153979,2.58965632,3.36729583,19.82248299,3.9062211,2,0,0.88888889,0.79166667,0.38222222,0.16,0.05555556,0.04081633,0,0,0.01202813,6.77274237,4.02637012,2.73702247,1.81435916,1.25552508,0.77939972,177.5869958,142.0714286,142.2275099,142.0946553,186.7666667,177.0876979,12.07240707,0.55079365,0.3211761,0.19078483,0.1013012,2.49022474,68.92978619,161.2037,0.337,1,0,2,12,0,0,2,25.334,45.6231,22.675
,1-48.mol2,0,1,0,0,0,9,0,1,274.405,0,571.032,392.855,66.963,111.215,0,1000.914,2,2.75,0,0.0068106,0.8474265,29.186,9.216,12.965,5.958,3.328,-2.791,-2.987,-5.257,572.524,-0.202,299.525,-3.56,0,0,4,0.332,3,95.791,0,0,35.5,3,0,0,9,0,9,1,20,0.122118969,,274.40957,1,1,46,0,20,0,1,0,0,1,2,8,0,0,0,0,20,9,21,10,504,2,332,163,98,3404,1,28,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,9,3540,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,61,60,862,15.08432501,6.91622296,3.63107056,78.41730744,194.1157116,23.4438975,32.45962511,2.71427796,7.85610718,5.39853198,0,5.09459787,0,0.72675847,0.45959033,0.2942759,0.18243791,0.11774877,0.07831284,8.15,0.6352991,0.36482861,0.19979773,0.1071362,0.06244712,0.03475421,86.2,2.16616209,2.16444107,2.16588442,1.7390928,1.81416205,0,1.85057132,9.65139701,14.53516943,8.23972521,6.56776475,5.53419207,4.30720619,33.7354885,1.165,31.21695219,198,0.443715,6432,64.11587302,2976,4,1.09448583,5.21632775,38.53103358,0,0,0,0,0,0,0,0,349.5000566,1.33206249,3.90540614,14.32,5.17585487,4.53684211,0.19047619,0,0.07936508,0.04365079,0.04497863,0.0251455,0.01356009,0.01630212,0.01417332,0.01606327,59.50635303,13.22030066,0.45,1.96630722,1.81818182,13.52314554,0.5,18.06148763,7.01278132,0,5.01084028,0,0,5.08879384,0,0,0,44.53718132,53.12852326,174.8910189,41.76943005,1,42,736.6206897,2.42321967,41.23939394,2,0.22222222,1.22222222,5002,3.77479185,211,14.53516943,9.65139701,8.23972521,6.56776475,5.53419207,4.30720619,3.36729583,34.85691484,11.13703538,4,0,2.22222222,1.22222222,1.16944444,0.52805556,0.24408163,0.29343821,0.22677312,0.16063272,0.00115741,12.70598198,7.66140082,5.59433642,3.85690319,2.93501487,1.91148158,349.5000566,740.7797619,741.3964801,740.8808059,936.1318371,895.1484657,19.8626954,0.5577381,0.32700771,0.1868125,0.10118909,3.1871358,141.1622367,274.4011,3.9623,1,2,7,20,0,0,2,40.335,87.7844,36.256
,2 methylpentane.mol2,10,0,0,0,0,2,0,2,86.177,0,312.027,312.027,0,0,0,478.464,0,0,0,0,0.9481392,11.71,2.947,2.6,-1.944,3.602,-3.737,-3.662,-2.371,9906.038,0.817,5899.293,0.059,0,0,0,-0.078,3,100,0,0,0,0,0,0,0,0,0,0,6,21.4844728,,86.17848,0,0,20,0,6,0,1,0,0,1,0,2,0,0,0,0,6,0,5,0,16,0,31,20,20,73,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,6,32,6,3.2,5.33333333,44.56207952,113.987588,0,0,0,0,0,0,0,0,0.83192731,0.55401112,0.4365044,0.28867513,0.28867513,0,3.33333333,0.83192731,0.55401112,0.4365044,0.28867513,0.28867513,0,10.66666667,2.62721485,2.62721485,2.62721485,2.62721485,2.62721485,14,2.62721485,2.77005561,4.99156383,2.18252198,0.8660254,0.57735027,0,5.63873889,0.66666667,-5.06759975,20,0.47222222,73,9,58,0,1.66203337,3.2,6.1106705,1.45914792,0,0,0,0,0,0,0,158.5496675,0.43518519,0.25347222,2,2.36643191,2.13333333,0.3,0,0.08888889,0.08333333,0,0,0,0,0,0,16.62033366,1.45833333,0,1.51308575,1.38461538,2.48490665,0,0,0,0,0,0,0,0,0,0,0,43.50314951,1.05893001,113.987588,0,1,12,32,1.45914792,7.36666667,0,0,0,118,2.05210839,18,4.99156383,2.77005561,2.18252198,0.8660254,0.57735027,0,0,6.70833333,3.50809781,1.5,0,0.44444444,0.25,0,0,0,0,0,0,0.28867513,4.99156383,2.77005561,2.18252198,0.8660254,0.57735027,0,158.5496675,32,32,32,32,32,5.69942331,0.50277778,0.20165945,0.07792208,0,1.57682133,16.00402782,86.1754,2.9044,0,0,2,6,0,0,0,10.333,29.3558,11.784
,2 methylpropanlol.mol2,9,0,0,0,0,2,0,1,74.122,0,272.943,229.17,43.774,0,0,394.201,1,1.7,0,0.0062284,0.9525867,8.338,2.58,4.049,3.372,0.759,0.054,-0.215,-2.299,3808.832,0.121,2099.506,-2.134,0,0,1,-0.692,3,95.482,0,0,20.23,1,0,0,0,0,0,0,5,219.2638249,,74.1237,0,0,15,0,5,0,1,0,0,1,0,2,0,0,0,0,5,0,4,0,11,0,19,13,16,36,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,4,18,4.96103896,2.21349798,3.96103896,29.69188181,73.27773511,15.87252925,5.01084028,0,0,0,0,0,0,0.85689141,0.5675139,0.45052379,0.40824829,0,0,2.6,0.74633413,0.46979415,0.39410526,0.18257419,0,0,7.2,2.66468403,2.66389093,2.66430195,2.07961237,2.15802039,11,2.53953886,2.27005561,4.28445705,1.80209514,0.81649658,0,0,4.62219992,0.48,-3.48876047,40,0.48611111,92,6.66666667,28,1,1.40938245,2.19624994,4.23754374,1.37095059,0,0,0,0,0,0,0,123.8529865,1.19444444,2.14351852,1.36,1.94935887,1.8,0.375,0,0.11111111,0,0,0,0,0,0,0,14.32744044,4.28703704,0,1.43096908,1.30434783,1.79175947,0,15.87252925,0,0,5.01084028,0,0,0,0,0,0,21.22210975,1.05893001,64.40463603,16.28394114,0.5,11,18,0.97095059,5.66666667,0,0,0,128,1.54200312,22,4.28445705,2.27005561,1.80209514,0.81649658,0,0,0,5.22222222,2.80360216,1.5,0,0.44444444,0,0,0,0,0,0,0,0.40824829,3.73167065,1.87917659,1.57642104,0.36514837,0,0,123.8529865,17.125,17.1302682,17.1275376,22.180798,21.33587089,4.30149493,0.51666667,0.2,0,0,1.40069318,11.50535617,74.1216,0.8338,1,1,1,5,0,0,0,12.833,22.0053,8.751
,2 propanol.mol2,9,0,0,0,0,1,0,1,60.096,0,247.187,198.78,48.407,0,0,340.694,1,1.7,0,0.0068774,0.954367,6.838,1.994,3.66,3.562,0.051,0.378,-0.049,-2.27,3442.381,0.149,1882.049,-2.316,0,0,1,-0.777,3,90.55,0,0,20.23,1,0,0,0,0,0,0,4,213.2452781,,60.09661,0,0,12,0,4,0,1,0,0,1,0,1,0,0,0,0,4,0,3,0,6,0,9,7,12,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,9,3.96103896,1.29875826,0,23.85688937,56.99379398,15.87252925,5.01084028,0,0,0,0,0,0,0.89433757,0.57735027,0.57735027,0,0,0,1.75,0.75614097,0.47096648,0.36458268,0,0,0,4.5,2.51291758,2.51168221,2.51232237,1.71595578,1.81098945,10,2.32379001,1.73205081,3.57735027,1.73205081,0,0,0,2.56292463,0.375,-2.24889726,36,0.5,43,4.5,12,1,1.41289943,1.28610802,2.57403127,0.81127812,0,0,0,0,0,0,0,101.7340529,1.5,2.05555556,0.75,1.58113883,1.5,0.5,0,0,0,0,0,0,0,0,0,10.96965511,4.11111111,0,1.31607401,1.2,1.09861229,0,15.87252925,0,0,5.01084028,0,0,0,0,0,0,0,21.22210975,51.48660303,8.14197057,1,9,9,0.81127812,4,0,0,0,80,1,21,3.57735027,1.73205081,1.73205081,0,0,0,0,3.75,2.03933398,1.5,0,0,0,0,0,0,0,0,0,0.57735027,3.02456386,1.41289943,1.09374805,0,0,0,101.7340529,8.375,8.378763,8.37681257,11.98628429,11.38276492,2.89383797,0.5,0,0,0,1.22474487,7.34846923,60.095,0.3683,1,1,0,4,0,0,0,11.333,17.4275,6.916
,2.mol2,0,0,0,0,0,2,0,-1,156.205,0,341.022,94.912,143.635,55.758,46.717,512.548,4,3.5,0,0.0205265,0.9082493,13.606,5.527,11.89,10.777,-0.105,-1.17,-1.342,-3.283,430.335,-0.603,358.47,-3.778,0,0,4,-0.764,2,73.47,0,0,105.53,4,0,0,5,0,5,0,10,1.757903299,,156.21031,0,1,18,0,10,1,1,0,0,1,1,3,0,0,0,0,10,5,10,5,70,1,91,48,46,435,1,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,516,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,18,14,125,7.03415944,2.67059582,1.99637983,32.34565058,54.3143784,0,44.10644997,9.34325324,16.33339378,0,5.82630008,0,0,0.75604779,0.46815406,0.33952298,0.20062726,0.1378563,0.09839002,4.8,0.63512229,0.35799318,0.20343716,0.12953735,0.0741764,0.04224986,25,3.56116887,3.22338911,3.56022655,2.09150337,2.19550259,0,2.18148101,4.68154055,7.56047793,4.41379876,2.60815435,2.20570075,1.18068022,7.96154593,0.84,0,126.4444444,0.54222054,1198.333333,22.25,284,3.35185185,1.07397954,1.87853968,13.8947569,0,0,0,0,0,0,0,0,162.2694261,1.61634259,1.12813114,4.2,3.13758577,2.77777778,0.3,0,0.05128205,0.10243056,0.03428571,0.05422222,0,0,0,0,34.0243316,8.07604308,0.5,1.83462951,1.66666667,6.06842559,1,0,28.05112528,9.60075947,8.12311804,0,0,21.99597456,8.23624965,8.21027575,20.28770723,0,10.34967602,33.76916495,13.64537513,1,22,106.8,1.89546184,16.7952381,1,0,1,909.1111111,2.33319499,124.6666667,7.91403132,5.1356647,4.99114903,3.30867814,2.95151304,1.59266207,1.60943791,14.83194444,5.54067067,3,0,0.66666667,0.81944444,0.24,0.27111111,0,0,0,0,0.04811252,6.35122287,3.57993181,2.64468307,1.68398558,1.18682235,0.50699834,162.2694261,79.25297619,86.17013505,79.27505871,133.9505747,126.5131718,10.0833522,0.56833333,0.27114337,0.1483992,0.06630276,2.15486182,46.80436513,156.2088,-0.1075,2,0,1,10,0,0,1,24.834,40.4649,18.185
,3 methylhexane.mol2,8,0,0,0,0,3,0,2,100.203,0,343.983,343.983,0,0,0,536.183,0,0,0,0,0.9279045,13.378,3.353,3.055,-2.008,3.993,-3.949,-4.261,-2.699,9906.038,0.881,5899.293,0.455,0,0,0,0.047,3,100,0,0,0,0,0,0,0,0,0,0,7,15.68881472,,100.20557,0,0,23,1,7,0,1,0,0,1,0,3,0,0,0,0,7,0,6,0,30,0,45,28,24,122,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,9,50,7,4.16666667,3.84,50.39707196,130.2715291,0,0,0,0,0,0,0,0,0.8140958,0.5513434,0.38368252,0.29567957,0.23230781,0.20412415,4,0.8140958,0.5513434,0.38368252,0.29567957,0.23230781,0.20412415,14.28571429,2.83181997,2.83181997,2.83181997,2.83181997,2.83181997,19,2.83181997,3.30806041,5.69867061,2.30209514,1.47839784,0.69692343,0.20412415,8.19082805,0.57142857,-6.69467896,24,0.43777778,122,11.61666667,99,0,1.65403021,4.16666667,8.01158144,1.44881564,0,0,0,0,0,0,0,180.668601,0.38425926,0.30902778,2.6122449,2.65473521,2.38095238,0.25,0,0.11111111,0.05,0.02666667,0,0,0,0,0,19.84836247,1.60314815,0,1.57461011,1.44827586,3.17805383,0,0,0,0,0,0,0,0,0,0,0,49.33814195,1.05893001,130.2715291,0,0.66666667,14,50,1.55665671,9.2,0,0,0,182,2.19507785,23,5.69867061,3.30806041,2.30209514,1.47839784,0.69692343,0.20412415,0,8.28305556,4.12670612,1.5,0,0.66666667,0.25,0.08,0,0,0,0,0,0.20412415,5.69867061,3.30806041,2.30209514,1.47839784,0.69692343,0.20412415,180.668601,50,50,50,50,50,6.94616114,0.5,0.26717687,0.09504484,0.02191558,1.72320983,21.19445472,100.2019,3.3606,0,0,3,7,1,1,0,11.833,33.9568,13.619
,3 methypentane.mol2,10,0,0,0,0,2,0,2,86.177,0,315.33,315.33,0,0,0,480.587,0,0,0,0,0.9409827,11.795,2.888,2.592,-1.809,3.601,-3.737,-3.684,-2.487,9906.038,0.823,5899.293,0.073,0,0,0,-0.072,3,100,0,0,0,0,0,0,0,0,0,0,6,21.12002289,,86.17848,0,0,20,0,6,0,1,0,0,1,0,2,0,0,0,0,6,0,5,0,20,0,29,19,20,69,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,6,31,6,3.2,3,44.56207952,113.987588,0,0,0,0,0,0,0,0,0.83192731,0.56161208,0.38433366,0.34846171,0.28867513,0,3.16666667,0.83192731,0.56161208,0.38433366,0.34846171,0.28867513,0,10.33333333,2.75418479,2.75418479,2.75418479,2.75418479,2.75418479,14,2.75418479,2.80806041,4.99156383,1.9216683,1.39384685,0.28867513,0,5.7130357,0.55555556,-4.90923725,20,0.46458333,69,9.08333333,54,0,1.68483625,3.2,6.02286245,1.45914792,0,0,0,0,0,0,0,158.5496675,0.39814815,0.27777778,2,2.26568606,2.06666667,0.3,0,0.13333333,0.03125,0,0,0,0,0,0,16.84836247,1.47685185,0,1.51308575,1.38461538,2.48490665,0,0,0,0,0,0,0,0,0,0,0,43.50314951,1.05893001,113.987588,0,1,12,31,1.45914792,7.43333333,0,0,0,114,1.74535599,19,4.99156383,2.80806041,1.9216683,1.39384685,0.28867513,0,0,6.75694444,3.48379838,1.5,0,0.66666667,0.125,0,0,0,0,0,0,0.28867513,4.99156383,2.80806041,1.9216683,1.39384685,0.28867513,0,158.5496675,31,31,31,31,31,5.61396057,0.51111111,0.28095238,0.04761905,0,1.55857304,16.24541588,86.1754,2.9044,0,0,2,6,0,0,0,10.333,29.3558,11.784
,4 hydroxymidazolam.mol2,0,0,0,0,0,1,0,1,341.772,0,533.279,100.61,75.019,272.963,84.687,935.479,1,4.2,0,0.0078758,0.8674285,33.249,10.001,15.263,8.78,3.526,-4.716,-5.433,-4.979,1925.3,0.046,2922.623,-1.845,0,0,2,0.325,3,100,16.598,0,50.41,4,0,0,20,0,17,1,24,0.094079749,,341.77521,1,3,37,1,24,1,1,0,0,1,4,2,0,0,0,0,24,20,27,22,668,4,374,171,134,5267,2,46,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,20,5041,164,0,0,0,0,0,0,7,0,0,0,0,17,18,0,9,9,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,67,62,1138,15.07099679,5.55378725,2.37389712,10.34967602,116.385655,81.88829614,35.61593128,10.79207202,12.86137111,10.38074573,10.55059766,0,16.97040092,0.7018571,0.42809447,0.27110522,0.16615832,0.10291712,0.06598659,7.125,0.56236936,0.28856644,0.14987041,0.07544007,0.03886748,0.02075086,94.83333333,2.26824306,2.24619659,2.27017108,1.77682699,1.85772322,0,1.65457932,11.55855065,16.8445705,10.8442088,9.47102419,8.33628691,7.12655204,42.05919379,0.97916667,80.42444631,359.6049383,0.42405932,14573.77778,93.67698413,3449,8.47530864,0.86569933,3.48754624,47.26451169,0,0,0,0,0,0,0,0,305.7947459,2.47964664,6.34789053,15.01388889,4.56832193,4.12318841,0.16666667,0,0.08333333,0.04755435,0.04675121,0.02526515,0.02429075,0.01298753,0.00939783,0.0078125,75.33247848,31.05173126,0.83333333,2.10974365,1.94594595,17.91759469,0.5,15.87252925,14.30213763,3.75898817,5.01084028,0,0,-2.74097823,34.07618985,0,0,46.87189843,54.81880367,35.64272239,98.18161442,0.8,52.33333333,786.1239531,2.21776484,58.46269841,2,0.2,1.2,8532.716049,2.06193928,376.1111111,17.3445705,11.84722578,11.25245709,9.73321289,8.55570301,7.39756955,7.08506429,48.43725655,11.73333257,4.5,0,3.33333333,2.1875,2.15055556,1.11166667,0.87446712,0.32468821,0.09397833,0.015625,0.0001286,13.4968647,7.79129401,5.99481649,4.30008404,3.14826579,2.24109262,305.7947459,827.0066527,837.8576824,826.0087128,1078.236849,1027.169833,22.25770973,0.59548611,0.36283347,0.20944186,0.12205161,3.37402363,219.4934739,341.7667,4.0427,3,1,1,24,1,1,4,58.78,88.1711,43.325
